i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,174938,481621,8782,5925216,5599147,317692
2,129528,465146,7689,8707279,5328059,320220
3,81549,479046,7873,5248728,6958651,342989
4,80113,435710,6257,5038125,6348826,303746
5,80824,470340,6902,4923337,4990207,302815
6,112782,442864,6001,6075525,5053053,306163
7,98706,434427,6624,7432078,4985218,314178
8,78960,432669,6847,4801306,6638093,301292
9,78896,434552,5969,4818874,6072091,303506
10,78604,466851,5835,4832190,5001576,311248
11,111756,429460,6115,6019157,4991855,294825
12,79444,433125,7115,5290408,7043066,308989
13,80148,432601,7141,4841417,6068751,297403
14,79348,1531720,8171,4834432,4968963,306870
15,79179,463716,6021,4815056,4981530,304487
16,107942,439941,6532,6159538,4967979,297115
17,79397,436808,6918,5244418,6961422,295826
18,80450,438995,6531,4835158,6067642,294070
19,78248,469741,6296,4850677,4961699,1363692
