i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,156715,863791,15496,12410949,7828375,479008
2,278315,921621,16250,30773143,7198477,490598
3,470195,881736,16406,11299571,10233776,473294
4,155845,903076,15265,11005368,7158712,502599
5,204383,884945,15307,13242973,7170405,469911
6,187779,873028,15613,13715263,7109883,452582
7,155261,891763,15764,10824576,9436827,453778
8,154698,916173,14818,10545759,7167496,465743
9,213225,899427,15486,13372826,7136873,460901
10,157959,922880,15833,10910657,9738892,472395
