i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,575668,1194414,20532,15425425,8956137,614671
2,360827,1131750,18434,26756697,7974581,570853
3,177330,1107677,16371,13364246,11766045,549041
4,177683,1086678,16505,12791998,7899108,569866
5,210009,1110152,16943,16691081,8042339,590080
6,181038,1110638,16946,12812408,11308232,552127
7,183172,3193720,18769,12718881,7894637,548793
8,183121,1126096,26363,13052032,7926232,553906
9,215613,1129290,27623,15935237,7942501,562992
10,177807,1125507,16792,13054150,10750844,562124
11,177488,1102381,16216,12982025,7805312,578533
12,217078,1152305,16636,15697879,7924509,568290
13,181681,1148732,26810,13042001,11169930,540670
14,178606,3845884,27460,13134907,7914344,542858
15,177704,1151997,16865,12828803,7857131,579793
16,217759,1148067,27538,16150234,7921663,547253
17,178246,1157987,16561,12983781,10889933,573129
18,178310,1104186,16153,12688858,7816631,571369
19,214654,1153128,16583,15274092,7930207,573651
20,212719,1154242,16594,15965913,7915517,555794
21,177274,3125860,27320,12667719,7921380,561353
22,178388,1132898,16277,13011873,7907594,574771
23,212057,1148131,26768,15829216,7931210,554062
24,177067,1165386,26307,13066793,10876066,540227
25,182552,1088668,16924,12933052,8025895,553602
26,212728,1160107,26462,15564340,7944269,569509
27,208350,1150222,16518,16282616,7833316,564014
28,178173,1158625,26290,12987080,10603897,560702
29,182395,1116637,16036,12682950,7916112,577861
30,224595,1174135,27792,16191631,7952138,551026
31,177142,1163915,17353,12815699,10994628,552649
32,178666,1108570,16627,12734731,7881580,589489
33,213496,1160806,16805,15214724,7928487,558992
34,208901,1153156,26772,15941483,7837422,553341
35,177875,1175866,16296,12802347,10526505,576694
36,177756,1104940,15861,13023691,7874841,584566
37,213675,1166753,16738,15786892,7859383,582459
38,177283,1160801,16148,13108958,10969262,560470
39,177439,1096990,16743,12994187,7891828,561560
40,215584,1181977,16659,15450754,7857477,580986
41,209715,1164257,30958,16263550,7906832,567530
42,177241,1182181,17393,12965321,10713522,548786
43,178731,1091018,26916,12728297,7805092,542897
44,219100,1158663,16390,16148636,7937365,567990
45,177624,1225638,17462,12792040,11068740,562237
46,178646,1095032,16488,12735080,7920050,2505387
47,178530,1179061,16423,12987998,7848690,570088
48,208162,1152967,17156,15955009,7931541,578299
49,178195,1165765,16003,13076917,10697102,561630
50,183087,1100894,15898,13013557,7892033,567501
