i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1348194,2314942,54191,39149139,8855257,8155144
2,7093036,3888962,49661,27511139,8817149,883511
3,338599,4417234,47320,26641710,8821111,843451
4,354959,4319957,43620,26205709,8815321,869280
5,368731,4317386,45849,26065372,8780122,849721
6,367311,4286358,46316,25340969,8822295,842792
7,362658,4294056,46340,25239671,8801253,858853
8,373291,4301113,44929,25393768,8788799,840958
9,382581,2209453,44139,25181259,10937177,860982
10,375849,2223092,44310,25169490,11041971,834366
11,379522,2241455,44200,25188306,11086233,842778
12,376750,2223100,44635,25123035,11112046,849851
13,385484,2248126,44529,25061393,11194029,832115
14,386231,2239191,44228,25027412,11199868,879748
15,410218,2310797,35700,25138975,11922209,917989
