i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1210570,2066167,45926,76222009,10871033,827053
2,347325,1988239,41186,28693287,10915932,805397
3,343977,1995234,41639,26146287,10838368,801414
4,344495,1999095,41687,26048112,10914899,815230
5,342363,2073113,41850,25560840,10994870,828131
6,353602,2030183,47406,25965645,10919773,792995
7,355198,2036907,61911,25741496,10917119,798920
8,352158,2054717,44422,25689608,10917670,800953
9,355088,2050548,43918,25585721,10940256,3981631
10,308962,5213208,41521,22822730,10928152,831433
