i,sstep,lambdastep,gammastep,wstep,loss
1,185855291,177830134,3298736275,43536034,349123
2,185569952,812236456,3566877109,51853331,348938
3,185503603,662471931,3876476778,53595384,351286
4,185891768,678835472,3571946993,47818768,347975
5,230494526,460021006,3698404527,43895982,1718247
6,200064402,292607501,3680156291,31960032,352604
7,189619055,289765555,3789680921,34825815,364558
