i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1173474,2178549,55542,75814357,11117370,825986
2,2544371,4960898,46016,25829929,10802778,808393
3,661142,2114108,45158,26471329,11162464,821487
4,983861,2087776,43427,25260410,10897027,832642
5,372671,2103992,43344,24984007,13498871,820700
6,365931,2125733,44793,25617789,10879949,841592
7,373659,2122987,47266,25233883,10891298,799875
8,365705,2130959,44127,24836974,13393498,811890
9,370898,2107433,59377,25462758,10816282,811156
10,375534,4487854,50867,25309212,10896480,825238
11,314195,2127951,42113,23368379,13558142,808944
