i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,289471,3455740,13916,10136747,7126365,547895
2,965626,886321,12594,10162938,9783219,473165
3,136529,861832,11201,9304127,8569485,459805
4,136327,865902,12323,9570357,9141885,450228
5,136782,856892,11470,9055755,8378699,444964
6,136792,873610,11753,9355417,9044714,464944
7,135855,858366,11533,9028123,8281453,454870
8,135588,862425,11984,9388147,9011600,457494
9,177011,858826,11300,10490254,6711524,453987
10,179248,866618,12197,11587587,6712803,453937
11,178872,849251,11621,10368494,6727287,440132
12,184682,871729,11921,11379010,6724853,478889
13,178208,862033,11651,10353252,6733901,449675
14,179640,874821,12466,11382771,6735079,461483
15,179811,866171,17560,10632646,6727978,2457660
16,137220,2301922,12339,9201350,6758850,442729
17,137660,885389,12291,9334974,8882205,442496
18,136434,879826,11520,9000498,8206578,452111
19,135879,872957,12211,9335122,8910804,448592
