i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,132973,950869,13584,11073379,9472613,602048
2,839599,875928,13613,9775791,9799431,483809
3,129725,874959,11706,8807016,8366086,456230
4,129299,843415,11976,9165327,8918846,426199
5,130089,854545,11047,8696412,8172879,440506
6,129373,843189,11640,9053346,8800985,421232
7,129116,851700,11283,8710550,8102826,430395
8,133172,842908,12047,9093398,8757973,427771
9,129911,834335,11283,8680235,8020475,420851
10,128994,842170,12591,9021235,8722618,418856
11,129751,841011,11382,8694106,8056463,423442
12,130443,836876,11966,9036341,8693487,426252
13,130714,839573,11349,8706264,8044950,426668
14,129728,844928,12127,9043518,8710740,486202
15,179536,834985,11262,10673118,6700930,434634
16,181756,845532,11195,11085116,6546173,429647
17,179433,841486,11224,10035131,6555628,437923
18,181046,840426,11519,11008208,6558199,432895
