i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,982825,1760768,26804,23187462,14328634,805729
2,3263645,1654467,33704,18760033,9706146,724832
3,305594,1653322,33614,19209443,11559743,687064
4,290111,1658510,32337,19305477,9638183,674924
5,301621,3919318,24337,18118952,9836520,674383
6,228101,1635768,34704,16609110,12321885,676882
7,292772,1638158,33376,18690227,9584683,727794
8,295351,1652522,34504,17941132,12235868,718019
9,290020,1636424,34037,18086133,9687510,709714
10,293768,1653643,34946,18641601,11403679,659294
11,285845,1634044,33771,19465914,9665345,688145
12,295993,3865499,35785,17958633,9593603,710626
13,232313,1638938,38508,16566280,12329110,667501
14,293832,1633351,33777,18653833,9686022,686287
15,299457,1652065,34633,17936816,12877448,687002
16,293105,1645268,34036,18011441,9673434,705253
17,293732,1657791,34730,18613731,11430386,708059
18,288168,1657777,33994,19182587,9665043,684351
19,298249,3866361,35348,18011824,9679113,681518
20,231341,1644747,34554,16681174,12334058,716315
21,298260,1654237,34061,18613111,9829543,671929
