i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,206402,614645,15831,8244437,6444487,6923776
2,197016,562642,9741,6965336,5876526,348884
3,139652,548809,9126,9032249,5688371,344415
4,99306,548466,8747,6949454,7884093,348134
5,102221,523274,8367,6419083,7039848,335410
6,96927,547216,8210,6573491,5637783,1966147
7,98115,534204,8423,6276304,5658866,345869
8,121732,523910,7875,7657710,5656141,343675
9,102367,529988,8310,6681148,7602743,336116
10,101163,526482,8060,6368961,6845889,330523
11,97045,531563,8508,6477466,7183019,327558
12,97934,556377,8676,6249572,5642110,345833
