i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,667795,1105484,28269,64215995,7663933,660764
2,160603,1049284,16482,11606361,10212638,518582
3,159852,1054734,27043,11548003,9987781,501243
4,159976,1030049,15858,11150919,9238692,522253
5,161044,1043495,15370,11359944,7322425,529945
6,223879,1031084,15012,13564173,7197754,514125
7,204011,1044002,15661,13359253,7268049,516245
8,200595,1038286,16433,13620399,7260792,529865
9,200835,1025901,16256,13004984,7241225,497349
10,159437,1017216,27184,11354568,9698023,491294
11,159125,1028516,15533,11016724,9059519,509407
12,160881,1037950,26566,11312159,9586786,480418
13,160808,1037542,15513,11038391,7277442,2255521
14,161577,1031659,15007,11307998,7255618,517724
15,200802,1034994,15684,13498588,7248290,497337
