i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1055455,1108842,32235,58896664,8012558,555307
2,194970,1065314,27549,14496710,7310141,536194
3,179595,1048852,15987,14663281,7283219,502773
4,164589,1034037,15619,11831127,9280735,500245
5,166345,1069383,31351,11892174,9335587,489705
6,167269,1044271,16137,11947821,9198870,503363
7,167438,2902094,32020,11901874,7314693,481235
8,166036,1056600,26346,11785223,7639327,511385
9,185797,1089501,26872,13656767,7323630,520783
10,184382,1074050,16929,13583810,7301262,529081
11,181638,1074376,17008,13584091,7289360,531634
12,183498,1060222,15359,13658402,7190416,494951
13,166234,1056300,15792,11743446,9049555,527826
