i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,50999,220630,9686,2716165,22702426,276666
2,49977,221774,4910,2487619,3980840,260143
3,47689,193139,5178,2345984,5758330,249728
4,46447,218110,4168,2337761,3741990,1608219
5,45748,192975,4066,2302254,3750600,241569
6,44983,181529,3995,2328899,5000162,243237
7,46461,205910,3915,2272911,3732017,241222
8,45442,176914,3941,2345416,4950940,231537
9,44855,180630,4002,2261531,4674835,241148
10,45211,203347,3756,2255353,3667429,235142
11,44247,174953,4297,2325906,4819646,240497
12,43776,211225,3765,2253985,3650179,240159
13,74044,175952,3890,3376603,3640615,239868
14,45070,180094,4177,2257026,4586739,230869
15,43644,210909,3713,2246408,3677865,250938
16,44348,180264,4130,2312484,4710582,232060
17,44675,211572,3897,2253570,3614785,252565
18,74857,178497,3858,3306494,3660940,231706
19,44144,177895,3886,2258572,4631210,233768
20,47137,220552,3864,2372144,3658977,235475
21,44471,179167,4084,2321390,4772689,237745
22,43720,212048,3852,2252174,3605992,242002
23,71605,179079,3765,3166861,3655206,232427
24,44825,172210,4183,2294483,4707768,232403
25,47513,213904,3826,2248787,3632197,235112
26,44679,182624,4359,2322649,4754927,233672
27,43767,1126255,7230,2253030,3644888,245242
28,44131,209161,3865,2276008,3619762,239792
29,45743,178115,4054,2308158,4678702,231388
30,45056,222669,3683,2258640,3602623,235022
31,46074,181227,4075,2332128,4771276,234827
32,44581,181477,3956,2261744,4535757,242671
