i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,824841,1405280,35628,30137094,9004750,635650
2,265997,3505853,35168,18052373,8880361,622570
3,213158,1334523,32343,15997402,11121719,587896
4,254526,1341984,32466,18014542,8837058,610025
5,253397,1370230,33525,17170066,11259207,631605
6,249137,1361765,32895,17392233,8841967,591838
7,255166,1351906,32557,18050952,10324353,584776
8,232357,1351036,31964,16077539,11378505,596714
9,257983,1361615,33642,17098659,8991748,2378795
10,213068,1378433,32481,15897142,11052432,613204
11,256037,1385313,32748,17838780,8848573,590375
12,261668,1383357,33254,17339950,10989697,611020
13,250401,1370993,32735,17292053,8728996,598397
