i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,511724,1230197,20886,13092616,11051810,608830
2,169657,1151954,17354,11706598,9502034,526003
3,221096,1118466,17212,14440575,7133769,503976
4,215535,1105253,26954,12837494,7222417,500258
5,215711,2547899,27883,13836978,7221411,509992
6,170481,1108341,17115,11684246,9617419,518885
7,162431,1115782,17383,11327990,8916191,509544
8,213442,1109565,17805,13957482,7193983,506361
9,215294,1102751,28016,12665954,7215928,519584
10,212757,2587487,17358,13755868,7206892,494092
11,163123,1104582,16824,11664124,9572368,509366
12,162838,1100166,16648,11602761,8949038,504922
13,213825,1104294,26824,13779328,7215842,501969
14,213399,1133765,34000,12988261,7348846,511610
15,218318,1104562,17408,13371291,8860181,514879
16,165592,1123386,27743,11640305,9655269,511582
17,217632,1107332,17524,12957291,7194319,501852
18,219683,1107046,27702,13910084,7224240,515430
19,216005,3268473,28209,12947046,7216061,500886
20,167488,1121141,27714,11326625,8899916,495648
21,164773,1114932,27533,11661712,9668773,503036
22,213158,1109313,28124,12864653,7188769,490105
23,215866,1119247,28229,13735833,7205969,496158
