i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,176563,1079989,20219,13272185,12663820,535971
2,166749,995065,16508,11722047,9214913,508918
3,165704,982905,16942,11888002,9380343,699842
4,204537,981363,28050,13014689,6975675,481716
5,198196,979357,26404,13700232,6973272,484868
6,198636,2886024,17472,12999273,7339028,492007
7,163156,987129,16669,11425259,8475677,484210
8,162518,979064,17036,11712573,9040599,495806
9,164435,961979,27144,11449411,8517151,471015
10,200747,978996,17213,13527713,6987760,492692
