i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,114649,715160,17010,34723468,5566933,404665
2,160194,631254,10615,10498512,5385038,395072
3,132970,614456,10557,8925367,5391336,372135
4,108783,607237,10016,7320606,7574138,370933
5,103708,609708,9259,7010643,6706141,363213
6,103469,598843,9296,7267803,7361996,382983
7,103679,597354,8920,6919790,6606312,374671
8,104107,601849,8517,7245362,7250552,368280
9,103729,1833163,12958,6896348,5397993,384509
10,104789,622276,9102,7214799,5313247,385670
11,139690,609787,9307,8845431,5414811,373778
12,129578,609938,13740,8228721,5396098,369018
13,130788,615147,9738,9307359,5523521,366359
14,130624,611853,9555,8267194,5373685,376838
15,134455,613933,9150,9343699,5393117,375380
16,104592,711934,11220,6914051,6702119,417983
17,103836,612882,9445,7251942,7362040,371837
18,104580,606861,9088,6902059,6599034,362694
19,105519,602063,9466,7239146,7299592,372187
20,104647,616997,9660,6894238,6569030,366230
21,103459,619295,9267,7231442,7264470,369317
22,105579,649942,8813,6882730,5391404,1574744
23,104382,620375,9156,7345897,5416611,386014
