i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,163450,464615,11342,5729800,32819486,330001
2,162023,447485,7602,4952598,7496755,305858
3,81652,1944147,8744,4869463,5534942,315832
4,79914,455853,6496,4764346,5587000,306507
5,128709,421986,6585,6498187,5617797,297588
6,83554,422410,7026,5064220,7524664,300884
7,79009,429206,5997,4723444,6764179,288089
8,79468,462454,6567,4643224,5517778,296318
9,128846,420331,6753,5961531,5545581,305772
10,83079,429013,6263,4753293,6913282,287979
11,78694,419664,6243,4617202,6761766,282081
