i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,169759,287529,9230,38782411,4289957,271547
2,56011,266677,4923,3142291,6011755,270618
3,56177,291159,5232,3082623,4005989,277072
4,56034,258879,5363,3076964,5628154,259618
5,54832,282843,4322,2994878,3989496,272457
6,84891,253736,3979,4329676,3937015,265820
7,54622,249262,4186,3072692,5249309,254178
8,58234,287043,4496,2953732,3953965,262938
9,54627,252040,4344,3096954,5431040,251179
10,55112,254612,4299,2935846,5061467,249742
11,54318,272954,4019,2943347,3941758,252664
12,54484,247891,4075,3020610,5222314,246562
13,54216,279879,3889,2926847,3920920,263616
