i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,200069,10268981,19649,22174835,11393134460,88236651
2,6190524,60788168,37867,62229429,11233148852,85117392
3,30043586,49526482,40445,66603337,11501744782,86329127
4,20982816,53672020,39342,53218375,11442231200,85796041
5,20199278,72717267,28073,54027658,11029810601,93990073
6,21496225,17838859,41028,42424348,11155897956,116878537
7,351448,25856006,41488,42250132,11776878855,85573121
8,354692,102935371,46418,53740565,11152659521,96181016
9,27477600,46281404,50171,70474258,11505342041,99737558
10,390146,78958812,41225,65179669,11251615202,85886895
11,350945,46687967,40328,43863474,11681817830,86495202
12,21178039,65400782,38396,51057585,11257327839,94259384
