i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,44891,1229322,6090,3470091,753551128,619894
2,50478,1960813,7880,3319679,751124490,457507
3,55279,1147046,7167,4183710,768786205,444673
4,52572,1376232,8146,3228209,750744830,412851
5,62212,1942449,7280,3199550,751196131,448755
6,51934,2432299,7066,3189140,732151037,460566
7,55980,1225847,7335,4153751,756078263,418691
8,58318,1780174,7787,3270026,748486857,453181
9,61654,2009103,6668,3188486,740231167,431528
10,51705,1321163,8254,3284641,805233246,411681
11,58023,1929627,7946,3178154,750325855,446393
12,53837,2148952,7531,4231022,747242303,422721
13,64998,2456015,6101,3274271,741833540,450603
14,83510,1910903,6491,3271936,770299472,417567
15,61792,1341461,7197,3226352,764838731,413013
16,61368,2199708,6975,4078125,771540269,450879
17,58567,1588970,7135,3157359,792001707,408520
18,59710,1983050,6979,3239703,765006122,443748
19,57047,1158741,7720,3192671,755618589,451721
20,53324,3073770,8305,3230140,774786035,405383
21,66569,1296496,8298,4110761,769277872,452907
22,60614,2519681,7137,3204512,763191679,410598
23,62753,2413126,7154,3167572,760837930,440524
24,61434,2584364,7481,3231071,755769876,434776
25,61247,2448224,6879,4059534,793027554,413832
26,60198,2584985,7408,3244611,746802602,461238
27,61451,2480195,7097,3216359,751651438,420375
28,57463,2706397,14334,3198267,748343918,410559
29,57249,3108965,5504,3186644,766279217,456313
30,59997,2618666,6911,4136192,761759611,418394
31,63203,2435028,6620,3223548,760584326,465812
32,57929,2610627,6967,3278800,754499745,413720
33,61295,2409972,6374,3194358,749171749,413304
34,57066,2785559,7728,4027699,763876636,439333
35,63841,2432437,7203,3258527,764892354,412430
36,64579,2724482,6953,3254605,759700698,433077
37,60413,2827718,7218,3172898,761982808,438273
38,60556,3271397,7963,3167173,746466326,438470
39,64316,2407695,7859,4165800,731332079,449507
40,57040,2784049,8703,3304913,731619020,438847
41,62580,2441284,8348,3229290,714644964,458545
