i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,235160,22618700,37685,33914808,53594861794,103438586
2,30601800,104229219,50408,41360400,54220726880,79411778
3,34535701,95258701,40724,34173414,53751296844,88954532
4,39134578,90257868,50116,43288176,53418328527,87357098
5,455783,122783969,47177,35533715,54067042954,94037728
6,36463062,87499481,60208,47542874,53580874308,86724390
7,22903191,110730718,37668,31677258,53742745877,90343317
8,39439860,95473321,47730,43134361,53561416259,93607607
9,35706803,91724025,48958,46276370,53632245677,91845370
10,35605331,99481883,49183,46014584,53573538632,101673259
11,27338551,97575745,64328,44259727,53414934253,98115943
12,461566,38181004,47209,77582762,53152522274,96720186
13,32570827,84595298,63438,46988425,53551021159,89730830
14,40142986,88546687,49518,44755419,54863954424,98932873
15,34558687,98910136,48565,44397296,53626833585,88942439
16,41528018,93862654,47201,41747137,53374751307,93988414
17,36691455,94587293,49077,44788793,53473188754,96373959
18,36215875,91805699,42132,44716921,53360531939,90653680
19,38947502,96309131,48203,42701099,53164439561,84901940
20,459423,98282653,49302,36063712,53290557130,88346354
21,1026523,94623928,48840,42306215,53449286188,99747501
22,950545,99983620,50593,44345040,58096362559,115277287
23,1103618,126438134,49669,42951010,53282727185,93340184
24,35250039,90150877,63056,46266659,53056199916,89145832
25,39408561,44895430,65461,84688758,53099001475,89448896
26,34041655,101960096,61898,42132041,52927461968,84257569
27,462273,84593428,47140,47949206,17478130567,116785900
28,460558,65275334,45507,85766979,12542704935,94218647
29,33783387,37870233,51160,84891738,12605267111,104541283
30,25970540,61363319,48474,70374242,12403472936,99704530
