i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,296158,23102042,40516,35116455,14847595879,83128219
2,29812456,107737505,39699,34691627,14604261035,75914820
3,41827650,93782310,40665,34639519,14415253159,81549464
4,532202,134851286,39975,34707705,14235905081,86500800
5,543749,94707758,47612,43161854,13303550306,82116293
6,25757439,110793821,40725,34594527,13336974351,82528669
7,28008166,108625659,40000,36828973,13264716727,81457575
8,532549,106679834,53100,49458250,13429686450,90382493
9,532135,133888364,40067,34782050,14355307206,93084580
10,512991,131089821,41014,34577607,13669458770,82313086
11,532050,135793684,39455,34687913,14152768488,85186136
12,545584,136416008,40811,36822980,12986563920,88182797
13,510841,96407828,50778,43040231,13254857715,81274611
14,537333,128329617,42143,36528704,14584904032,92411939
15,557713,137331513,38838,36612196,13878344311,81281476
