i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,90266,3917394,11481,8635403,804935044,543748
2,118061,3745685,13328,10372747,811790362,427611
3,111400,3949350,12429,9628080,803191470,443281
4,109861,4197392,14370,8065542,803966233,534496
5,123685,3995835,13322,12297026,808857696,425494
6,117963,3946655,12470,9645408,806201839,443556
7,113318,4141398,12605,8088576,800863058,439287
8,111185,4000212,13072,10430715,809151295,436014
9,109759,4077003,11941,9625949,806110756,432513
10,114595,3829701,12940,8102804,818354591,425779
11,108693,4137674,12431,10295031,803712579,424443
12,107471,4159914,12486,9734132,805673354,431114
13,110397,3811866,12570,7956811,794460634,433887
14,276460,4204971,14524,10467996,803721995,425370
15,120616,4373475,11390,9809954,807865058,427475
16,106489,4218787,12734,8002009,801399886,431393
17,131447,4503752,13622,10677276,800604413,441652
18,107699,4463289,12111,9854009,813461196,424206
19,142831,4694164,14444,7975818,794670376,430818
20,115126,4614612,12512,8147096,805504457,429147
21,115756,4721880,12488,9926457,814732161,481755
22,117326,5116579,13174,8572069,803886039,444771
23,109929,4865461,11416,8308485,802016917,440878
24,108031,4814493,11894,10078974,807560471,444859
25,108494,5783474,13523,7983795,798630602,461935
26,106228,4952442,12192,8097712,803714910,429458
27,109277,5143073,12857,10083470,806616986,438680
28,108097,6304994,13342,8066814,797026594,1044209
29,157504,5164430,14819,8104953,800697996,427726
30,108444,5173539,12893,10135467,808677934,441079
31,107533,5306917,12149,9414485,802937069,425797
32,107368,5865470,12960,7993201,805650207,429019
33,109650,5476029,12583,10280976,808442828,425047
34,110847,5488305,12549,9702378,808408475,426882
35,109821,5820233,12557,8047221,800328663,430558
36,106798,5643004,11841,10295660,808166326,442662
37,110504,5815240,12643,9609307,801183154,430949
38,107569,6086910,13208,7969622,800907638,458226
39,110565,6033612,12025,10356709,804402532,429172
40,104573,6059733,12723,9712085,809935020,437203
41,109330,6572473,13717,8013996,799125482,434200
42,108286,6325474,10610,10405725,803829214,430390
43,108101,5975080,12645,9697463,809594631,428073
44,109350,6765967,12662,7983292,793771768,431235
45,115842,5919688,12072,10541480,799173473,434520
46,109868,6121409,13584,9774650,815235050,426009
47,121239,7157983,14203,8044850,799081584,424698
48,112321,6134921,11641,10589910,803231535,440600
49,114210,5995770,12739,9895771,805578434,429879
50,112380,7373943,13686,8002533,796900503,437942
51,113402,5973956,11726,8187327,804264030,432467
52,107923,6154363,11692,9969565,810556622,430573
53,144974,7303505,12915,8053034,795365310,444446
54,111769,6249517,12457,8171837,809324986,429485
55,114758,5959824,11799,9983301,808998696,442933
56,108912,7458682,13038,7994936,795567241,433672
57,112223,5959917,12246,8049222,800019186,428320
58,111938,6179129,12085,10087673,808768694,435115
59,113481,5978334,12534,9456889,803198286,1011872
60,124985,6097285,14023,8099239,804425453,427722
61,112680,6043675,12640,10342313,809129920,434612
62,110130,6247670,13694,9659643,806008254,445656
63,111779,6571064,14426,8148217,801115548,428886
64,108346,6227900,13704,10176032,809986017,430590
65,112036,6010620,13376,9550362,803210743,446129
