i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,142793,9549223,19741,27199131,990149968,669884
2,173515,11829045,16826,18072211,973970818,607494
3,177063,8638551,18575,17753561,966025726,601831
4,188331,9216430,18415,18798258,954658637,582818
5,182665,6886099,18474,18450454,1169814188,598869
6,202221,7648490,33643,19010611,980584936,614924
7,211759,12768367,18747,18757371,985209134,592786
8,224680,9780691,17906,17624162,973671725,583883
9,206101,9778279,15932,18888771,981863018,590054
10,180971,8587988,17823,17566454,981596035,586158
