i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,276300,11949968,32165,63152784,924890676,757743
2,159703,7466589,16088,16982185,920064556,605926
3,163137,7697382,16611,16881119,933665101,622774
4,167702,8010601,17345,15861319,932586175,613171
5,173723,8894130,17689,15938601,935628811,608869
6,195705,9299785,16126,15845592,929406143,1274808
7,175965,9492145,16568,15960923,929622715,604123
8,172043,9645404,15404,15997765,923254615,597125
9,174898,9130836,15737,16082548,922575047,592553
10,168428,9673526,15631,16300647,925755656,604152
11,172029,9280789,15733,15915017,921594057,609024
12,196977,9317364,16242,15997056,922832936,597815
13,193325,9364163,16484,15850495,923385824,599150
14,168780,9581536,14913,16704290,923986517,607875
15,168532,10178780,16434,15712428,917678871,605962
16,184245,9604415,16590,15661668,918434872,613054
