i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,370448,25587502,45923,43982714,61095412005,108390330
2,26087218,114342766,49832,49568333,61665793066,96060687
3,76973726,68300394,50782,51098350,61649571907,86228512
4,43956978,102857198,49962,48857995,61529052549,90305952
5,38314965,86937119,72483,49265730,61248764909,100688417
6,2287136,113136228,56815,49914342,61186630558,87849795
7,1342141,100909945,57669,49631354,61391952444,92612728
8,37989554,101786993,52842,49347052,61423260892,90956847
9,35860263,97771606,52541,50491397,61429783617,99298901
10,33244052,111406024,56443,51903289,61488505725,73891139
11,53108036,73561217,54290,49637379,61217394505,99105851
12,31711212,111000922,49399,48960794,61338993684,91424662
13,39092682,101432390,58028,49987427,61524842105,87843536
14,36162888,107905327,63816,49836516,61528052064,88681863
