i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,145687,10125389,35827,16232139,770504684,487768
2,98496,4418021,9141,6136246,767654720,439911
3,83723,5199866,10636,5792351,783854280,474687
4,107818,4298592,11814,6367581,769497627,403565
5,90014,4578936,9840,6250132,764634132,407630
6,91249,4362647,11102,5884270,770055410,407403
7,89574,4569970,10247,5930346,765128524,1072237
8,111669,4279969,12402,5883858,765204601,390553
9,100528,5639086,12746,5892514,808846597,393324
10,92354,4274292,10427,5948007,767504360,398103
11,85571,4497502,14912,7142217,773861124,394105
12,89195,4321267,9874,5844831,770310433,398836
13,89856,4650325,8656,5813209,773400792,392690
14,106281,4386421,10487,7635984,775977713,391783
15,87881,4601479,9608,7258875,781882127,561692
16,131506,4360903,11696,7724796,777856604,394280
17,87250,4607119,10863,5903720,770330479,408911
18,91965,4329875,9535,5815830,766917569,390780
19,89682,4588365,10921,7365577,780844708,405540
20,91928,4309452,9502,5804949,762424020,404976
21,87207,4667476,9750,7475548,778125671,410539
22,94466,4329314,10467,5829138,766641252,396724
23,93017,4558657,11667,5947864,767088821,397089
24,95819,4315246,9944,5863662,773095133,393439
25,93060,4532832,10734,7733998,774911200,400106
26,94241,4312517,11929,5882436,770070518,396432
27,87996,4544936,10245,5822550,768539408,398332
28,100974,5078677,12051,5901002,783896341,400372
29,93722,4541943,10329,7776618,775584730,393453
30,99147,4956505,11834,5877983,775519498,396010
31,90086,4663180,11011,7903565,774231687,409819
32,94898,4338495,11258,7472896,779288646,393418
33,117284,5627693,11382,5902208,777706926,392190
34,96218,4951879,11106,5857236,776190719,401063
35,91307,5589184,12843,5760865,780283049,392860
36,94147,4324860,10498,7305333,782166323,392397
37,107177,4586234,8765,7757977,780123201,408395
38,90945,4357373,10533,5873739,770320897,406339
