i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,343597,33595651,52100,49551943,14382693780,119789997
2,20600144,117509197,47150,47806820,15016406235,129949292
3,3127206,128445109,45810,45704176,14794748122,90342301
4,684887,144263154,46937,45585712,14680994920,100047949
5,687097,111921153,44427,45762679,15783836215,123452796
6,8187083,126769017,46725,45999928,15133268193,97981873
7,676687,141464791,46845,46489351,15951395253,127517978
8,686734,134784883,49963,51823284,15030489388,18567688
9,35836501,115169210,49342,51315797,14918718964,118213170
10,669793,134297603,45225,45876261,14813755922,99387801
11,682176,76735759,59803,75647310,14887160759,100376955
12,685710,116508714,47239,45828916,14854250092,105329535
13,23967177,115343768,56925,47590121,15299215333,99763233
14,23350108,121150036,46147,45619454,17541497092,104322600
15,34711981,110014844,56577,54109191,13420213383,110973830
16,20665468,117302734,45946,48068895,13822153888,100833146
17,28300694,95558174,60840,47657142,14966297692,100977754
18,31133862,109434311,47349,45099130,14859868381,111935056
19,16517292,112220718,46471,44847929,14978500382,108654282
20,684315,133637975,47527,45860612,14974859395,112451786
21,21004965,116660402,60175,54190635,14986113015,114035279
22,24960211,90122811,64270,56983003,14945057124,99328811
23,689887,144229199,46221,46242541,14823116627,98152496
24,30390854,82535085,62555,58322296,14857539752,106406573
25,23023639,116080593,50362,44867400,15097985899,99147899
26,684349,145171132,50262,47060988,14974714169,99766355
27,27745858,48887513,61329,86425749,14958130667,104315144
