i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,172829,9635923,17480,34808525,780652620,597508
2,115431,6154567,11659,9178804,787160122,442953
3,106659,7073666,12505,8183949,792931350,446382
4,116028,6116779,12022,8119972,782250202,447505
5,107957,6417259,11516,9170249,807971225,433846
6,116428,6788190,13148,8203872,783976088,441189
7,115004,6140020,11116,8139309,780572957,430005
8,112171,5734169,11765,9180707,817003711,442284
9,112932,7005576,12700,8223128,787338402,433677
10,117803,5641031,13026,8116606,781030770,424488
11,122193,5900283,11089,9207516,815055040,427538
12,111367,5986909,11407,8905684,786752507,1074823
13,124800,4876753,12622,8026498,810578723,431420
14,125663,6065766,12408,9209425,805126053,425032
15,112790,4627424,12462,8982592,794489074,425591
16,115945,6489300,11815,8107943,776432911,434400
17,112712,6282355,11256,9342288,772893178,434073
18,113279,6086711,11282,9024284,779773342,444551
19,111037,6785872,12866,8084795,790009799,431458
20,116728,6077654,12208,9295202,797717003,433873
21,110423,5609082,12203,9224517,790165058,432725
22,113535,6707768,12338,8023754,794347732,424448
23,110182,6212300,12007,9332227,800583249,431488
24,112366,6029041,12714,9020862,800290994,435749
25,105538,6675618,13170,8108502,789734804,423191
26,115363,6074644,12098,9316807,795371256,500877
27,112806,6331013,11436,9038893,809444131,434894
28,112573,6778487,13236,8157836,769484064,425630
29,111457,6198651,12029,9402789,766815005,434709
30,141366,6259442,12709,9243718,785499446,436272
31,109792,6827190,13561,8139253,783830873,429219
32,113431,6140543,11769,8431806,795241037,437490
33,111153,6066627,12876,9077945,817005220,452486
34,114660,6934024,12248,8060515,784580712,428166
35,109024,5837826,11728,8386697,785746342,446259
36,115455,6112679,12097,9104723,812329493,435774
37,110413,5176308,13463,8108444,783157931,437412
38,114582,5877745,11701,8296893,781759200,441627
39,107203,5849690,11292,9163019,812840288,433605
40,119184,7012766,11150,8033387,785823957,1029152
41,133904,6047654,12530,8345003,814018167,434331
42,115016,6151277,10597,9214254,807844480,425151
43,113123,6150560,15266,8939680,784307868,437945
44,114421,6592014,13449,8316189,806061484,439390
45,110783,6123069,10552,9243499,798246837,430707
46,114214,6176186,11410,8965254,783844476,456294
47,111911,6801011,11664,8362000,792690550,446820
48,121862,6111464,11481,9307448,784472192,447675
49,108417,6015383,11103,9030498,790506413,434208
50,114668,6832855,13150,8403546,790308703,435472
51,110086,6111068,11816,9395513,774646367,434516
