i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,335619,31094350,49096,46140692,14591521867,104489921
2,28682611,107149054,42650,43918574,13853780782,83628167
3,92203448,57863649,42909,39923149,14140003826,92976667
4,579186,136678397,42590,40825617,13149681198,90719067
5,28828730,106340156,42044,40244747,14557449582,82847275
6,600674,131715474,42486,40805956,14314841179,82821965
7,606135,136979186,42646,40131758,14558070370,82863372
8,605152,129835941,43445,40841462,14436081191,82625408
9,604064,137177378,42014,40492536,14026108204,82953608
10,24225717,111206133,42983,40930029,13371844714,82714498
11,23188293,104769325,41798,40299534,14279467728,82252348
12,603066,112985996,42660,40905536,13213814148,84165862
13,22463118,116047208,42995,40701371,14405504434,91470836
14,612192,140249333,42449,40810637,14087218339,83878317
15,609397,134774410,43220,39820549,17017048611,102327554
16,602201,134281448,43476,41089009,14307621737,90238693
17,22240754,114249103,42645,39973394,13760527454,82563292
