i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,403402,35378843,47115,47870373,14869230857,86630834
2,47148138,96629243,48078,52517188,15227447744,72177665
3,44346670,100138603,52001,51932439,15113867072,75037066
4,24736809,114120413,47469,48484422,15125590271,77041489
5,40509461,94683903,48912,49983375,16178270641,95996228
6,37420909,102791605,46667,47122856,15336930092,82988467
7,707065,146412754,48295,48594234,15134781012,83500000
8,33218905,107904680,46170,47462322,15230917800,75678175
9,27279708,119517249,45568,47331593,15160750936,83101070
10,24722638,58593431,65271,79122177,16081071830,86276173
11,751732,140546171,47020,47314864,15213365293,83260502
12,34166547,108006456,46821,48593569,14986289393,74860393
13,32608229,62478314,61366,75234369,15208270654,77745136
14,717681,135593263,49582,52709991,14968750362,78295528
15,712204,140807039,48766,51849963,15165913762,77953594
16,31905334,115367593,48557,49871124,16004640589,79185295
17,26677721,120156494,46438,47210702,15157602463,85216111
18,26165357,105583772,49821,47906669,15157505052,74710381
19,24157090,124921003,47070,47415668,15132535777,74798009
20,23564418,119923913,46574,48653601,15311336270,86243295
21,25558150,119980092,47955,47516422,15214300039,75139158
22,29775431,111777684,46594,47943178,15014330307,75958270
23,30925022,110270775,46189,48524721,14951814164,82869751
24,711013,113503920,62392,57433953,15387840025,78556832
25,51730620,90670312,49545,52146572,17355685590,79669494
