i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,745827,67672333,47987,50329071,14721547881,74941114
2,26648551,119938284,47860,48433811,15353581630,30059949
3,31933171,125831190,48436,47895137,16201552365,88092641
4,759685,139334032,43491,49591816,15834800327,84199367
5,734523,147920854,49091,48215522,14193851459,74281449
6,57648785,86804141,52223,56335129,17990686469,79846808
7,33625766,114565308,49497,52524635,15876828683,76701052
8,34181789,98399777,50337,48203229,16187240187,89603695
9,754865,140499319,48182,47646087,17274420270,75167042
10,26868197,120836931,47585,49654686,15706064722,83038102
11,32354743,113140310,48557,48665170,14859394638,74707389
12,26008316,120013899,48516,49243166,15867041200,85164288
13,715016,137105243,48388,49614320,14893252989,74967167
14,33804941,94043191,47587,48566427,16108190073,81497057
15,31966609,110708484,49161,49395647,15015572959,83164650
16,734705,137164313,49176,49776050,14084536744,73733107
17,27940399,105647971,48100,48258106,13983214890,73643758
