i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,676444,57333058,41307,40506749,13407532187,80895682
2,2414771,125615426,49927,39852791,13715041060,82909577
3,24148699,98006315,53858,42387629,13275280534,89356166
4,601548,52829312,56904,88836463,13418704202,79899451
5,600254,65624978,55450,88275080,13606598657,93527467
6,39244551,88070128,50794,51948215,13279731562,80829301
7,596012,113721841,54142,50334362,13450070414,78118796
8,602695,128309830,43758,40485354,13310202633,87812747
9,21663829,95636685,54593,46845313,13470153710,86564385
10,20920271,109025452,42385,40321403,13330078269,78110708
11,26803392,74248717,55374,63743540,13263504821,82118616
12,604622,71481370,66127,100315763,14078471715,88716993
13,1435772,90788467,57480,49420895,13200299241,76713993
14,601270,69939935,55668,92242259,13402323035,75760090
15,602359,130150934,44938,39459262,13352922806,76958485
16,29107672,100980363,43446,40094747,13192622130,75813954
17,569970,129715128,43755,39934139,13977545657,97880038
18,604939,111238418,42269,40218435,13862038882,88865660
19,19750144,107809464,42188,39660360,13251093399,75974364
20,567843,132328459,42212,40352267,13191255892,76613146
21,36675154,89716783,44629,45400342,13499741183,89788659
22,39289389,87592319,50593,46319772,13110437553,75572254
23,24563147,103664328,44458,40971432,13193864680,85907432
24,38753892,62592866,53657,63220680,13370450184,76687418
25,24988825,107903968,42611,40723770,13845704817,79491254
26,670487,125367295,42084,38662389,13063648522,75496010
27,25072089,107566287,43300,40456544,13963548322,85325293
28,631640,133315192,43106,39695636,14125895517,75843641
29,29841350,101957337,42602,40317714,14083381206,74898963
30,21728120,110982809,43488,39752080,12943816939,75735989
31,599155,127178470,43139,40097164,13217722817,75385060
