i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,150346,12703068,16012,18668815,973439106,652330
2,166999,14333665,18120,17555033,970073517,618601
3,178978,13477563,18023,17578937,969696420,595756
4,205794,12946669,29086,18629449,969780347,606129
5,195669,12365109,15927,19520418,980054078,600611
6,272812,14386787,18876,18842134,969506850,594825
7,178826,13595848,18736,18752601,969560040,603513
8,180767,12808424,28771,17507996,963518818,595972
9,184653,12259708,16333,19989823,970332671,582485
10,181382,14106777,17794,17671926,974772140,592801
11,183686,13668048,17829,17577866,969960011,1264784
12,245411,12385483,17598,17946531,973047463,609002
13,182494,12329004,16372,21179413,970116366,582905
14,184502,14189364,19530,18704871,973656703,607122
15,187803,13689926,29145,18650162,1011539860,673108
16,181937,12299030,17567,17857647,967296775,612603
