i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,140071,9171205,20846,30014225,971780264,596826
2,179772,11432734,18054,18261158,960340603,603292
3,1124053,8893712,28872,18366503,967155503,580453
4,180674,8889426,17700,17116483,955988167,1169557
5,186343,9355250,18461,17157634,961607496,748342
6,187800,9507349,29701,20905331,965110359,585287
7,190160,10961453,33804,17155300,967436771,599197
8,180014,8632441,19039,17052329,962348081,593562
9,179280,9030788,28497,17243224,959399511,592959
10,180551,9625261,16509,19028892,962110035,601731
11,178421,9453391,17690,20751009,962353876,584873
12,208906,10594375,18503,18324868,964158514,587194
13,202108,8550533,18887,18277110,960769389,591938
14,180594,9530224,18221,17196992,956475505,597589
15,180600,7260117,17915,18550191,960304770,673945
16,538425,6746444,32392,19760641,967002505,660674
