i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,284901,27231260,16721,16674466,959920029,700442
2,322174,11991503,16878,16214224,958340011,579889
3,180560,11366413,16242,16467772,948098894,551083
4,175312,11570007,15619,16145515,948520185,566398
5,176269,11371896,15197,16307658,948964044,569355
6,194391,11573350,15734,17055960,953340418,567655
7,170512,12473101,17122,16060165,956384261,540325
8,195138,12558527,16973,15952830,946810540,567751
9,173587,12243975,17762,16159552,946441530,574028
10,173875,12246546,28417,16139445,936518832,587151
11,173148,11988822,29179,16749180,959618985,552654
12,176927,11479405,16651,16778176,949612286,570868
13,178091,11501316,15190,16517156,939398476,557569
14,175468,11580749,15424,16781768,944421712,619770
15,179822,11365927,15068,18644796,942597845,570963
16,197283,11339657,18233,17446022,950109226,565970
17,171916,12035510,17550,17400081,952428063,560785
18,174984,11556281,16609,17433021,945433719,568844
19,170773,11728972,17460,17079084,944163068,557773
20,186883,12180250,15805,16185450,925745746,1344619
21,183419,11591599,18637,20697520,927180305,567429
22,172272,10100138,16016,17001997,924915909,568538
23,172601,11504962,16596,16931590,942250307,716391
24,185332,11545097,33237,20760714,947002245,582889
25,175079,12546636,17312,16191458,953276017,566677
26,193509,11684956,16999,16127176,948809043,550158
27,182420,12112334,17893,16024823,954594811,588935
28,173837,12174146,28550,16085017,958724854,587519
29,173532,11933782,17471,16194871,920183880,1312264
30,178884,11327119,18335,16706979,970068188,669986
31,477620,11477003,16506,18662183,950869713,553690
32,180506,11593202,16486,16649628,948464663,594772
33,166531,11567784,15194,16603071,955963819,575081
34,187959,12866941,15812,17609631,955913749,583119
35,170340,12325847,17766,17477476,958159965,573844
36,194352,12369118,17915,17396786,965389058,586075
37,165469,11676352,28489,17483637,954974861,573355
38,197460,12167197,28168,16418113,949558303,614267
39,170133,11900384,17584,16259406,946886587,568731
40,196663,11092238,15228,16332247,931839861,565902
41,174826,11311733,15424,16274976,931961319,573704
42,201395,11687326,16819,16371226,930453865,568727
43,172839,12580529,15771,16225938,932645716,586544
44,175228,12588258,17551,16134234,959991434,582873
45,172636,12354300,17072,16077545,937121130,587555
46,175676,12396949,17510,16287585,944893334,579604
47,168928,11997866,18140,16295852,936719742,556724
48,185936,11960665,29154,16589033,956787908,590005
