i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,181300,4620687,17661,11436767,820276978,498364
2,92693,2239967,11051,5855570,803968705,397745
3,82712,2437400,10241,5927753,806591169,410322
4,87971,2221748,10949,5893198,804364456,406979
5,84813,2469957,10261,5857830,806608045,400507
6,96887,2226340,10935,5861724,808991679,401626
7,85014,2458165,9387,7358567,802758016,398280
8,89244,2246105,9912,6936697,801614712,411229
9,86325,2476084,10026,6888880,798528555,388236
10,94070,2313676,10392,6730345,796138037,394049
11,86242,2422163,10701,6823694,790808198,409228
12,88898,2192424,9458,6787178,818692701,406756
13,85555,3308053,11280,5824484,821172510,409472
14,90571,2947693,10977,5877585,783901609,1106507
15,102067,2314961,11445,5811010,731863835,389986
16,95739,2188641,10440,5849710,725073559,390963
17,85624,2350843,10199,5831763,727238571,389229
18,87268,2146871,10210,5903532,734461760,399015
19,85950,2452708,10119,5811478,759769731,410673
20,88213,2135891,9830,7040259,782398306,384733
21,83865,2353023,10742,6887112,787409371,394499
22,87185,2145227,10773,6927512,794331255,397930
23,84460,2412177,10248,6938924,795619484,402660
24,88002,2236566,10713,6789673,791351443,441277
25,97484,2312889,10129,6785899,782163342,417871
26,87883,2984460,12031,5877667,788647711,411918
27,85141,3080986,12721,5828900,777073054,399717
28,89527,2998416,13208,5803972,780523958,392406
29,92217,2556375,10368,5920204,773135459,406516
30,88812,2353137,10343,5808495,771438165,399408
31,86365,2388445,9601,5846947,781863400,402484
32,90037,2157432,10384,5876467,781453422,404353
33,85330,2144081,10595,5916405,779419793,407073
34,88264,2127767,9653,6930096,787871567,395521
35,85355,2439612,10445,6987494,793203938,392842
36,92121,2224908,10418,6960449,792583438,401754
37,85725,2446047,10756,6846225,791700897,395994
38,94147,2469094,10372,6801990,789470563,402176
39,86212,3165759,11440,5804168,790052584,397553
40,95359,2930156,17236,5850910,791973667,411404
