i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,371818,1349195,23756,17812871,9636547,644720
2,195903,1312343,32710,16165505,11181851,593888
3,173688,1300084,31569,14671757,11419799,593632
4,194404,1271148,31003,16604531,8673406,632790
5,192792,1325539,31803,15702078,11327724,592932
6,196809,1300024,31633,16995603,8797658,585084
7,196089,3676618,32427,15801776,8595175,583229
8,174083,1302110,31985,14544669,11369266,578623
9,192618,1282803,33015,15387703,8685191,603162
10,192482,1291447,32345,15820253,11298295,591991
11,191224,1304461,31501,17099586,8663571,636826
12,195696,3706117,32767,15751777,8693487,592235
13,173454,1307729,31430,14609887,11334357,622429
14,192230,1311056,31284,16850065,8605100,618132
15,193142,1290800,32702,15751826,11173454,582436
16,196655,1289545,37023,17127041,8606647,578742
