i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1556735,2002888,33999,24094821,14001130,778111
2,3309710,1970845,43186,24962993,13385718,777311
3,276072,4380216,45374,24741092,10894011,766360
4,279486,3528764,40918,24188211,10899518,749145
5,258859,2118607,43177,24150919,10938091,757343
6,296938,1981557,49904,25975837,10894329,766525
7,286812,1962852,44616,25456062,10886606,764805
8,282052,1977343,45208,22710197,13643051,763253
9,290184,1984474,41342,22907900,13514029,745319
10,281811,1990038,41918,24315494,13358045,780425
11,274800,1983092,41379,24334915,13215648,733018
12,274019,3302457,42680,24088840,10902478,752143
13,268522,1923959,40500,24226832,10908782,1870347
14,253154,1957753,40218,24359230,10911744,760943
15,289413,1978252,44273,25363895,10888216,748806
16,283574,2002791,42549,22634070,13620968,766273
17,289142,1989205,42172,22729058,13590812,747487
