i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,80459,511485,7019,6010500,6590963,325446
2,84644,1618057,9221,5827278,6024457,378513
3,80226,515615,7030,5930861,5491821,320594
4,96621,511549,6945,6985359,5514427,326395
5,99678,510908,6602,8563563,5520959,326336
6,80225,512066,7006,5753873,6616772,318006
7,79293,503055,6929,5736784,6530030,313687
8,80014,1571272,9107,5729096,6699786,330135
9,80106,507660,6516,5739791,5540785,323363
10,102458,521492,6640,8297354,5540136,319825
11,95218,505361,7125,7033803,5482919,314408
12,80352,505889,7137,5747031,6618190,312501
13,78981,506549,7040,5719402,6469440,314959
14,79650,514135,6613,5725169,6473781,314014
15,79880,493285,6958,5704453,5479810,322320
16,97789,512708,7035,6811347,5488184,328651
17,96839,509819,7018,8532296,5456811,324885
18,83635,516000,6989,5836561,6616434,318281
19,78967,510738,6891,5750677,6553987,312668
20,79186,509422,6638,5717319,6481337,312607
21,79799,491826,6374,5709912,5462372,342779
