i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,466148,1597248,35303,20266924,12687512,678356
2,234983,4232528,35234,19421715,9452545,648026
3,231851,1609913,33665,20921531,9445570,679995
4,233074,1601058,34496,19377367,12329577,706636
5,956743,2823235,29202,21904042,14967457,2085285
6,207661,1605038,33648,21308969,12228829,723236
7,241584,1669776,35065,19279746,11988133,725305
8,231603,1613554,34359,20816348,9499551,774249
9,231308,1632373,34222,19561955,12211633,670855
10,229446,2956091,33774,20536435,9399179,764368
