i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1068377,1856852,45882,25577433,11372441,3212670
2,505920,1857908,44584,24659889,10738642,800159
3,270795,1870239,43376,24630093,13048891,775959
4,278071,1866517,44063,24676665,13085290,753271
5,272740,4334852,50517,24550809,10776769,754734
6,264679,1833246,44029,24349565,10823431,766146
7,269157,1839295,43533,26547879,10826277,760939
8,267626,1864663,42906,24172321,13024352,761596
9,268527,1895284,45358,24552173,13059245,797343
10,275639,4392604,44779,24488088,10774693,761823
11,260410,1839460,43680,24153078,10793028,783661
12,265081,1843504,42430,24335858,13003993,771410
13,277097,1884994,45751,24329832,13038462,770779
