i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1047488,1445088,39404,18662393,13017208,724921
2,210259,2243683,23058,19413134,9401443,786722
3,213359,1475235,33595,18968618,11731984,681546
4,208118,1471194,35123,19272773,9318073,759629
5,208896,1448559,33796,18914326,11666582,661234
6,210277,1475366,34988,19045574,9394487,747071
7,210001,1478017,34649,18654230,11655627,763131
8,210335,1482438,35799,18960171,9379085,649711
9,217089,1477524,33307,18651712,11669402,743372
10,211673,1474304,36826,18989188,9553858,629050
11,210688,1457781,34203,18615882,11591382,644519
12,211375,1484910,36155,18925538,9388291,647734
13,209482,1466015,34086,18625849,11645805,730328
14,210799,1462901,36361,18885382,9536996,792269
15,214405,1459309,34381,18608528,11627829,637287
16,219626,1479049,36841,18950166,9562170,644679
17,213701,1466922,34484,18916427,11575753,645287
18,216070,1492689,42531,18887426,9384111,774993
19,210045,1472043,39180,18814838,11581650,750150
20,211230,1470662,36210,18877018,9389471,638857
21,209234,1461906,34519,18592385,11637255,663867
22,209885,1494065,35616,18927720,9384932,743410
23,214522,1465449,33591,18630833,11563263,736464
24,213571,1469130,33259,18892535,9371088,640281
25,211448,1472464,34187,18754130,11648347,716312
26,211815,1479990,37906,18934552,9459496,632653
27,210198,1457954,34968,18660589,11638245,658987
28,210374,1501919,27490,18958216,9509566,754398
29,214962,1476725,34369,18671906,11646981,777291
30,210743,1470878,35436,19018039,9358191,625823
31,208335,1471199,34891,18738390,11630687,681008
32,215491,1478414,40062,19055333,9386644,673674
33,210247,1461318,41858,18845903,11647972,655250
34,217420,1484840,42188,19095211,9385407,776464
35,209046,1461212,34013,18809203,11655527,658154
36,216532,1494372,36435,19151469,9384236,664186
37,214685,1462421,33724,18964120,11642075,777527
38,210636,1479462,34327,19294561,9374663,644610
39,211181,1467087,34010,18820040,11639366,659488
40,212478,1497429,35050,19108268,9406451,755019
41,211609,1474117,36174,18849710,16332817,824282
42,224987,1482445,34950,20084121,9369069,636850
43,209605,1471920,34169,19223079,11635064,784839
44,210450,1471805,33858,19116404,9399128,632530
45,209957,1469886,32928,18877863,11645547,669353
46,210735,1492227,36732,19103982,9372639,763486
47,210270,1471526,34274,18828229,11636209,776178
48,214967,1471199,35153,19109294,9388451,637757
49,211596,1465028,34769,18859003,11603724,711109
50,212818,1469321,36242,19065267,9385231,648557
51,209751,1459291,35044,19003131,11660085,734412
52,216895,1509043,30369,19092707,9384575,655370
53,209963,1464718,42253,18869303,11655274,645845
54,211708,1523684,34280,19420753,9373467,637397
