i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1988106,2166958,48899,41034787,21964528,876896
2,7546994,2132288,46851,28750960,14604915,845624
3,296717,2170091,48276,27668551,14759410,839184
4,301037,2454807,63490,27713566,14235887,894129
5,300568,3016353,53906,27885320,14210614,862578
6,296841,4447003,50032,27880056,14252610,854115
7,300871,5283029,37749,27994900,14298145,865404
8,305371,4801647,45797,29408574,11940305,863393
9,307170,5156694,49254,29102889,12414339,854641
10,300840,5141467,54113,29364113,12400361,830241
11,301311,5153456,51397,29379978,12405628,3044079
