i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1745464,3594603,49466,27319417,12116769,760725
2,6155664,3398424,45183,26281162,11735813,758493
3,286150,3287339,45472,25958170,11741721,769706
4,291732,3253096,43055,25952650,11742576,771930
5,288129,3215589,45588,26028128,11767364,753658
6,285117,3173201,44265,25989075,11748058,756915
7,284423,3202607,43317,25960340,11745927,741440
8,275323,2233052,42423,25895670,11707542,1788829
9,269858,2162702,42816,25905390,12381747,1783436
10,270897,2130216,45349,26248296,11767007,1742426
11,271087,2117015,44759,25930213,11745107,1749271
12,270669,2116926,42557,25883905,11764722,760266
13,308337,2105534,44878,27115156,11747943,755733
14,308030,2136740,43968,26897511,11742831,749721
15,304567,2127003,47765,26873224,11725035,744412
