i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,394111439,118787111,569279526,262266231,1047368449,167080466
2,100968,612060,16444,12794803,43495302,381305
3,92570,1018871,15501,7653318,5702775,11696079
4,91119,683584,12764,7291316,5749750,421320
5,103654,591282,12248,9926939,5623218,357468
6,100670,588185,9244,9307761,5649314,353848
7,105026,577169,9711,9390125,5573605,349558
8,87174,578249,9267,6896314,9589734,362918
9,94721,700867,24723,7126169,11826072,556336
10,104635,760254,16384,7963731,11855336,558210
11,96201,570983,9069,7503188,12890411,358171
12,88110,540603,8681,6862526,5595949,2891294
13,88897,639437,9234,6798851,5786809,372433
14,101269,587032,11134,9263376,5534548,366324
15,100551,587125,9616,9045213,5650474,363903
16,106209,585236,9247,9942997,5741707,344934
17,87620,570621,10116,6958839,10034279,359300
18,87390,584392,9412,6750368,8073420,354705
19,88499,586076,8901,6751641,8804859,353866
20,87502,576686,8913,6951544,10303351,357636
21,89865,553452,8479,6766779,5622968,359616
22,106247,654878,10567,9239764,5753116,385917
23,102310,595809,9185,9082955,5617359,347388
24,102839,581567,9981,9095178,5637338,357504
25,103567,583132,9397,6838812,8163494,355531
26,88325,580986,9559,6749995,9979026,367649
27,87690,576999,8949,6768785,7859576,360073
28,88393,576044,8790,6731155,7812906,349970
29,88070,2990756,11935,6738812,5538054,371339
30,89585,1243935,11871,6744710,6090377,391067
31,105377,592861,9696,9218228,5665076,364524
