i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,30311,560860,4482,6858439,31228,100251
2,13556,592708,4136,5455369,35277,157473
3,15741,589450,4561,6675825,31247,111222
4,26968,608071,4247,5752251,35657,99159
5,13835,595418,3920,6274862,28936,57184
6,13690,549303,3411,5552027,28339,69793
7,14093,1468998,4277,5127268,28426,61940
8,13826,530792,3750,6336583,27800,56872
9,13898,523960,4157,5240234,28200,70334
10,14161,579563,3397,6159946,32332,59995
11,13591,521952,3579,5292274,32713,63770
12,13801,553674,3429,6103328,27873,56538
13,13750,546325,3724,5332049,28193,71068
14,13891,573945,3409,5978673,29088,61509
15,13776,592576,3469,6317086,27850,55583
16,13751,541867,4013,5137542,28031,70341
17,13778,585239,3530,6135076,28889,60369
18,13742,554767,3742,5253004,28406,67342
19,13850,577719,4539,6036995,28100,56137
20,13829,532612,3794,5296075,26995,69818
21,14254,554786,3764,5977998,27991,56694
22,13725,545601,3455,5357604,27511,64483
23,13855,1375029,3638,5081132,28745,56772
