i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,17675,800649,5012,9521117,108218,126969
2,19705,759610,6303,9639897,108792,91476
3,17730,795087,4620,9692752,99825,75006
4,18130,747233,4702,9340929,97369,67674
5,17525,781198,4275,9186177,96089,64709
6,18359,756626,4696,9315709,97365,64108
7,17662,764378,5251,9115146,101877,63602
8,17497,748017,4559,9141361,96584,63621
9,17327,751790,4894,9053999,107108,65821
10,17525,753867,6452,8279604,96593,60009
11,17728,1572256,4704,8271042,95940,64483
12,18392,752682,4986,9067693,96223,61767
13,17780,762546,5823,9050399,95726,66098
14,18108,775182,4737,9035443,95749,61519
15,17846,769493,4880,9063414,97380,64915
16,17911,756599,5023,9087538,96825,68564
17,17663,770893,4590,9021064,95079,71286
18,17686,739931,4388,8962752,97803,71011
19,18030,741963,4804,9040106,95659,68183
20,17928,736629,4735,9035623,101833,64099
21,17537,760839,4774,9064501,101098,62655
22,17518,759300,5480,8287847,96285,60818
23,17379,1496751,5377,8240368,95588,61968
24,17701,756038,5136,9005643,98582,66425
25,17681,758441,5693,9008319,96013,62242
26,17858,765210,4519,9030714,98317,65570
27,17817,777159,5478,9018017,97481,63671
28,17335,750155,4601,9006050,98264,64607
29,17526,771432,4235,9026700,96474,60634
30,17911,751236,5145,9042687,98639,62103
31,17838,745945,5259,9010886,96248,60091
32,18003,755334,5641,9034547,98586,63518
33,18071,750935,5382,9009410,96925,60946
34,17649,744123,4599,8281206,97125,58178
35,18096,1468696,5446,8312565,96334,70135
36,17739,738523,5291,9049205,95894,71396
37,17510,769962,5018,9001476,99719,64212
38,18272,746872,4558,8998613,100961,63605
39,17829,750075,4574,9078022,100539,63130
40,21957,745090,5234,9018505,96450,61216
41,17460,745986,9371,8999608,95266,61705
42,17681,749655,4594,8970837,100830,62165
43,18120,747642,5055,8962242,102582,64353
44,17456,754870,4700,9005131,101612,67143
45,17440,762307,4802,9103159,95941,64121
46,17542,749327,5489,8248987,98401,60721
47,18234,1480605,4947,8246414,94957,61647
48,17580,797023,4733,9037853,97122,60927
49,17492,756685,5002,9057866,94128,66287
50,17602,786616,5352,9037302,95953,60049
51,17684,753302,4901,9007011,95504,63267
52,17829,752952,4850,8992950,98915,64221
53,17998,755577,4558,9073017,97662,61375
54,17685,776744,4947,9042141,98362,58536
55,18071,752925,4932,8961387,97265,62332
56,18080,752538,5328,9021070,95455,66087
57,19523,751245,5515,9882332,105897,64228
58,17686,795685,5071,8549267,97764,55877
59,17360,1476793,5194,8347030,95791,65048
60,17366,770371,5690,9005123,96573,63816
61,17531,749950,5147,9033691,95821,63514
62,17750,759823,5319,9046514,95449,60385
63,31084,770414,8329,9136159,161134,91951
64,17548,955058,4359,9060176,96745,73088
65,18185,757167,4772,9040520,103217,62707
66,18222,743980,4619,8958081,96384,72195
67,18226,752866,5194,9157640,96426,60637
68,17548,766539,5460,9027539,97642,62639
69,17456,783253,4899,9068063,94529,63638
70,17789,759997,4744,8320784,98275,58664
71,17433,1493513,5504,8250135,95356,68147
72,17745,793965,5032,9013660,97546,62885
73,18044,756555,4994,8997157,96262,61095
74,17611,763680,5266,9004787,95533,66230
75,17309,779477,5375,9047225,95901,61975
76,17631,775849,5152,9024131,96541,60731
77,17813,774825,4649,9029181,97119,59779
78,17098,745768,4788,9035344,97731,65023
79,17661,750882,5167,8987718,98046,63134
80,18358,784072,5005,9035014,100344,71141
81,17716,743913,4509,9016166,94828,72102
82,17248,747934,4469,8326973,98245,59325
83,17342,1467408,5254,8238548,95619,65095
84,17565,767235,5322,9014416,96913,65020
85,17527,791095,5053,9018070,95558,62950
86,17767,744999,5032,8996747,98093,62444
87,17330,753578,4805,9034543,95008,61733
88,17246,791626,4632,9021756,98914,61777
89,17390,749299,5477,9048312,96021,64812
90,17891,765243,5190,8988207,98426,66080
91,17741,790266,5389,8995390,98971,60144
92,17555,756567,4638,8949378,98979,62652
93,18161,751174,5123,9041955,97016,61325
94,17845,747267,4626,8346295,95190,58363
95,18439,1548813,5372,8258184,96149,65408
96,18000,745608,5464,9082202,95486,74324
97,17432,751744,4692,9063092,101703,65302
98,17433,753214,5702,8983319,101821,61432
99,17959,743817,4439,9036362,101321,64013
100,17821,778037,4739,9091892,96847,62615
