i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,244851,824948,6290,10772503,27374,70311
2,85005,798060,6073,10906522,30597,78869
3,39963,836947,5904,10694786,28227,64543
4,39278,780536,5992,10438916,29329,63386
5,40316,780519,6082,10931986,30052,72297
6,40027,1519222,6132,10410652,33588,62618
7,19766,763628,5733,10375191,35951,62147
8,19693,772335,5017,10759736,33657,62476
9,19796,767353,5333,10252940,30689,71735
10,19908,777288,5114,10179381,31385,62023
11,19842,799924,4839,10345359,32453,63762
12,21401,789737,5764,12254662,37357,62967
13,20107,792617,7308,10444027,34595,61521
14,21113,798577,5764,10795255,35973,65639
15,19831,772225,5677,10120165,37065,65617
16,19766,782436,5634,10079988,33757,64266
17,20070,774524,5958,10348153,32771,65278
18,19832,797972,5913,11126581,38621,73953
