i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,146226,1152361,7957,19210899,47311,139221
2,42475,1099811,7150,17851225,45131,80532
3,25565,1116302,6301,17280049,45644,76051
4,26183,1077154,6595,16934099,49710,78243
5,32649,1078873,7031,20878981,54758,118420
6,26612,1124019,7120,16737753,51103,75349
7,25676,1072515,6691,16648867,53083,76289
8,27217,1083712,7025,16584375,52808,77294
9,26191,1089619,7112,16599953,52763,77401
10,26200,1071785,6637,16421173,59147,78178
11,26331,1095883,8420,16443374,53259,75969
12,26112,1087997,6504,16415303,52433,78833
13,26474,1088514,6967,16430248,53122,77397
14,37766,1076218,9564,16555606,68103,94218
15,25811,1211924,7971,16556394,54149,76937
16,26363,1079839,6781,16396399,58047,77167
17,26201,1082749,6774,16329425,54959,77931
18,25805,1076202,7507,16393061,55019,80434
19,26900,1094062,8076,16351590,54880,75939
20,26432,1082068,6972,16398225,52479,78695
21,26637,1080559,7252,16368945,55215,75938
22,25759,1084409,6861,16385921,54672,79166
23,26712,1086363,6683,16300167,53041,83789
24,26364,1077187,7175,16365775,53557,76042
25,25755,1082764,7524,16483694,51961,75066
26,26105,1088615,7999,16394024,52914,76604
27,26659,1082213,6724,15867969,53213,604817
28,25716,1070249,7813,15845512,52346,79377
29,26576,1644631,7342,15987933,53679,79965
30,26614,1638209,7084,16050438,54875,82530
31,26687,1612397,6847,16049143,57019,75287
32,25995,1611328,7193,15984782,55282,80279
33,26129,1111812,7214,16458737,55668,77364
34,25872,1079109,7454,16457916,54717,77812
35,26407,1208749,8253,16623891,56424,77579
36,26767,1085332,6441,16459107,54842,77642
37,26426,1102018,6353,16511801,56732,75266
38,25654,1075019,6930,16534743,55368,81818
39,26471,1094736,6860,16312763,54869,74014
40,27152,1088133,7747,16393785,52441,77494
41,25866,1088726,7798,16354126,54573,79285
42,25993,1084294,7123,16372946,55644,76212
43,27032,1083698,7620,16401360,54716,77905
44,26061,1083392,7353,16421205,56014,76695
45,26736,1100457,12323,16344260,56131,78638
46,26021,1090256,7587,16397544,56095,77850
47,26949,1088635,7262,16380922,54828,79937
48,26596,1103038,6845,16338177,54757,77524
49,26613,1089732,8425,16290817,55345,75054
50,26477,1090456,7775,16349693,54357,77350
51,26992,1091981,7503,16321297,56074,77351
52,27554,1098467,7358,16324134,53156,81292
53,26927,1097794,6678,16294107,54157,78708
54,26676,1134194,7090,16371483,53656,79140
55,26634,1108379,7490,16349707,53055,78899
56,26318,1100013,7337,16346053,53763,74827
57,25862,1107677,6877,16385404,54570,77581
58,26042,1104154,6680,16357910,55030,75393
59,26019,1095803,7457,16417721,59138,76184
60,26858,1096404,7012,16396713,55904,76323
61,26274,1099988,7122,16385461,54057,83563
62,26297,1113432,7501,16360876,59267,74941
63,25698,1086492,6957,15769904,51750,77083
64,26696,1693548,7727,15946583,57040,81143
65,25589,1668801,7814,16065255,56689,79082
66,27067,1665221,6874,16042926,56903,79886
67,26097,1663572,7187,15938505,56695,79078
68,26780,1103375,8586,16426638,54553,77634
69,26497,1086444,7401,16464440,56645,77602
