i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,37190,310735,4738,2241500,27259,47431
2,9157,318701,3527,2189842,25293,55222
3,10124,1348801,2755,2168083,24445,52408
4,9219,301675,3631,2080325,22402,45587
5,9162,308729,4289,2096388,22359,44598
6,9271,308273,2945,2542664,23630,44645
7,10390,309892,2836,3439728,25487,43699
8,9948,335242,3331,2221420,23370,46896
9,10026,324105,3523,2220801,24479,48069
10,10000,341937,6550,2343681,26354,46162
11,8987,336888,3167,2361995,23438,1341130
12,9405,378936,2582,2311398,23249,42430
13,9437,296303,2987,2089190,23019,42377
14,9013,297841,2699,2096353,21982,43700
15,9371,313370,2894,2068507,22220,42533
16,8942,312849,2525,3202882,22243,40595
17,9120,315768,2693,2090584,22531,41619
18,9498,294746,2604,2071893,21775,44950
19,9264,312896,3492,2121046,21983,43968
20,9037,309821,2564,3346930,23931,48528
21,9003,310362,3144,2098701,22799,42116
22,9243,295951,2793,2093245,21619,41258
23,8765,295917,2970,2198082,21812,44827
24,8832,322670,2704,2071295,21665,40717
25,8990,308609,2520,3145769,23677,39668
26,9448,318329,3176,2100459,22033,42868
27,9095,299228,3352,2092429,21901,43393
28,9361,311269,2723,2161412,21565,41629
29,8993,306856,2690,3327090,23039,42975
30,9294,309779,2689,2096039,21575,39302
31,9112,308798,2978,2112669,22102,40012
32,9130,307848,3041,2113578,21767,42947
33,8844,317602,2775,2092953,21841,39377
34,9235,308570,2534,3097397,22121,40478
35,8940,313079,2843,2098050,22616,42050
36,9717,298791,2692,2104912,21875,47796
37,9365,306833,3274,2135846,21493,39451
38,9379,309923,2648,3308246,22222,41659
39,9037,308349,2687,2102429,22706,42610
40,9108,309711,2906,2113983,21729,41536
41,8958,304838,2543,2130203,21937,51132
42,8910,316506,2910,2128000,21090,41330
43,9124,1304631,2571,2144429,22592,41288
44,8940,300741,2970,2087014,22039,41296
45,9044,308094,2959,2094208,21501,44355
46,9088,301815,3605,2134582,21625,40707
47,8868,325163,2820,3266894,23638,40773
48,9214,309795,3067,2099573,25692,39717
49,9517,297472,2609,2115934,21623,41418
50,9166,300692,2663,2129994,21385,44224
51,9080,312247,992458,2120594,54409,40747
52,9038,318895,2927,2109921,21524,42031
53,9137,296401,3089,2098995,22799,41250
54,8967,307195,2877,2100617,21462,41846
55,9068,308416,3235,2134102,21499,41396
56,8839,327086,2638,3212486,23498,40607
57,9220,311653,2720,2101871,21508,40431
58,9246,296516,2900,2096540,21234,40583
59,9119,313029,2730,2141563,21242,41557
60,9352,312373,3399,3145746,21912,40161
61,8909,318106,2579,2106427,21559,41335
62,9246,299506,2768,2100214,21845,39230
63,8734,301270,3588,2120536,22344,39703
64,8981,307864,3765,2153066,20938,45579
65,9125,306062,2809,3180831,23343,41486
66,8897,320961,2869,2104977,22544,41461
67,8951,300615,2598,2103208,21341,38973
68,9510,315729,2920,2165060,22037,40981
69,9226,312395,2458,3123586,22431,43100
70,9403,318322,3284,2106774,22277,40897
71,9259,298489,3583,2126383,22437,47899
72,9495,299289,3986,2123430,20912,41653
73,8767,307313,3452,2158604,21038,41853
74,9191,305756,2564,3190948,23092,40545
75,9094,319626,3227,2122231,22710,40429
76,9456,299988,2597,2119712,21111,41391
77,9074,307597,2689,2115411,21989,42616
78,9101,301937,2404,3111759,22062,49313
79,9118,305656,2480,2128237,21499,41580
80,9114,300518,3083,2138156,20599,39973
81,9150,300297,4087,2133970,22473,40823
82,9030,314231,2312,2127599,20643,41692
83,9242,1376727,2983,2153954,22956,39310
84,8901,301982,3349,2121605,22647,40927
85,8881,298856,2690,2106856,22074,46941
86,8791,303068,2637,2099699,21938,42735
87,13221,300976,2460,3097270,22893,43693
88,8756,309816,2554,2113073,21399,40818
89,9199,299636,2591,2150337,22286,40158
90,9098,298733,3012,2149511,21902,40937
91,8886,320130,3019,3242289,22511,41713
92,9406,311867,2687,2133095,25942,40780
93,9483,299993,2753,2111142,21230,40143
94,9067,297534,3048,2120952,22184,42270
95,8979,305588,2822,2109372,21751,41603
96,8890,314757,3604,3075085,22060,41578
97,8904,310942,3069,2122674,21512,41203
98,9231,312097,2420,2112469,21761,42409
99,9036,301286,3143,2159155,21684,38639
100,9266,315545,2581,3246284,22307,41136
