i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,12723,485844,4406,3797662,164590,55457
2,11826,399924,3676,3447247,142940,59297
3,11197,1404628,3972,3574766,152154,45712
4,11579,431351,3425,3462901,145063,44956
5,12550,420565,3433,4793379,166030,50374
6,12657,438576,3444,3754619,163215,48565
7,11251,442958,3422,3554623,151202,48186
8,11021,419375,3222,4417905,155473,42657
9,12313,408226,3864,3508788,162576,42885
10,11409,400808,3295,3464809,146612,45129
11,11024,423573,2859,4354793,145595,43308
12,11474,412404,3397,3384016,143259,44209
13,11346,401176,3691,3343400,148180,47070
14,11325,427610,3800,4361011,146578,42461
15,11040,425461,3136,3316200,143748,41754
16,11124,415008,3516,3412275,143611,46380
17,11282,1356156,3307,3409374,147468,43230
18,11011,406978,3667,3365138,146277,42449
19,11107,421339,3403,4348630,147072,44653
20,11272,421991,3016,3388701,143793,42669
21,11097,408139,3227,3389823,145287,44357
22,11174,429065,2919,4299955,148025,44085
23,49749,422708,4311,4932337,168004,64825
24,11325,431150,3138,3547231,145753,47878
25,11222,418815,4791,7528916,147487,43573
26,11196,421895,3327,3383462,146035,40247
27,11014,395335,3336,3367423,145785,45574
28,11044,411230,3676,4360217,146076,43742
29,11301,420290,3748,3391934,145710,44473
30,11348,409524,3163,4370014,147832,44665
31,11048,412392,3226,3407158,144985,45845
32,11389,400452,3694,3373014,142556,45593
33,11072,421845,2940,4262551,145329,42839
34,11379,413647,3291,3387443,143476,42434
35,11079,406811,2876,3422025,143300,44989
36,11268,429570,3256,4277801,143146,43455
37,11222,422783,3110,3372606,143086,43004
38,11033,408938,3049,3309417,144762,45535
39,10973,428050,2981,4325954,144998,43954
40,11216,424428,2822,3340300,143394,45396
41,11230,407055,3316,3393690,147029,46298
42,11371,1311316,2984,3415852,148154,43493
43,10947,407628,3157,3401995,145033,44408
44,11003,422953,3232,4309091,147450,41924
45,11085,423236,3026,3403865,146233,43175
46,11080,406152,3348,3389331,144601,42134
47,11308,422452,3542,4269600,146659,45394
48,11244,414026,3377,3365339,145165,43282
49,11193,398788,3261,3313094,143608,45677
50,11005,422554,3280,4326597,146407,43760
51,11263,420491,3074,3366939,144809,40966
52,11338,404275,3133,3350066,146304,45670
53,11243,415636,3351,4258327,143800,44855
54,11144,412900,3253,3366334,144474,42611
55,11112,409415,2928,4330070,146633,43567
56,11066,428705,3376,3416920,144025,49221
57,10949,395299,3512,3383089,150362,45437
58,11196,412343,3426,4245194,145583,45522
59,11146,411112,3230,3404376,151438,41620
60,11374,394619,3002,3398084,151278,46332
61,11206,410768,3061,4234729,148258,52173
62,11453,414997,3239,3388298,150615,43893
63,11259,401151,2933,3339518,149664,44653
64,11376,414065,3488,4335260,150495,45086
65,11170,420445,3749,3358778,149647,43006
66,11011,407242,2935,3392122,148131,44406
67,16289,1295627,3441,3417922,146145,44125
68,11154,400507,3679,3389899,144914,44666
69,11100,415438,3148,4293128,148006,43043
70,11384,408710,3821,3398712,145377,42693
71,11595,401766,3061,3403812,145623,44950
72,10994,407000,2982,4276534,146554,44233
73,11079,415708,3556,3391933,147455,45112
74,10946,408324,2992,3375485,144362,45252
75,11212,413008,3103,4267281,146659,43211
76,11321,409169,3537,3358574,141043,42428
77,11398,406859,3471,3385477,146472,45614
78,11214,418264,3442,4271637,142000,45040
79,11061,409236,3053,3376234,148393,44542
80,11203,399551,3004,4250016,145888,47112
81,11300,411816,3207,3417767,147371,41203
82,11331,439333,3309,3634647,144957,44098
83,11034,417437,2982,4229040,145555,44030
84,11307,427573,2929,3391134,145637,43805
85,11374,408007,3042,3390569,146634,44350
86,11050,416495,2987,4246665,144003,43669
87,11083,417863,2815,3379176,147701,43706
88,11301,406004,3206,3330487,143494,46641
89,10951,421911,3009,4276653,146428,45113
90,11562,424991,2885,3348313,144344,45371
91,11263,414402,3075,3359125,146937,45468
92,11803,1284079,3628,3441812,144972,42882
93,11380,412020,3859,3399098,146737,44518
94,11215,419442,3109,4247798,146570,42920
95,11672,419497,3196,3391097,145982,43781
96,11399,411598,3444,3393077,145273,44671
97,11235,415192,2984,4237399,145962,42194
98,11011,429513,3218,3398249,146970,44193
99,11244,414199,3074,3387631,145963,45302
100,11182,414227,3392,4298881,147874,43038
