i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,67301,1110438,8702,12747363,62397,114664
2,67388,1002465,6691,13200018,55376,68084
3,23277,970926,6472,12376215,54788,71477
4,23025,992809,5740,13018942,62065,69716
5,22930,975999,6305,12117880,56082,69179
6,21996,958129,6187,12169037,58156,72153
7,23255,1633053,6048,12277126,53132,75333
8,23048,984501,6182,12155497,56100,70187
9,24089,953087,6203,12775840,55012,68969
10,23921,958443,6956,12223523,57799,74380
11,22645,985928,11749,12819025,54973,72789
12,23181,977068,6297,12074821,55699,69614
13,23376,970726,6861,12196697,51773,72616
14,23299,1641163,5818,12072533,56319,70525
15,22597,950210,7098,12121828,57434,67886
16,22395,951240,6416,12738260,57090,74851
17,23383,968621,6239,12074988,53834,69105
18,22496,951358,7082,12760673,54386,74649
19,23025,999813,6388,12028315,53706,73171
20,23093,1000298,6212,12824643,61187,72230
21,22818,957645,8220,11989681,50658,69159
22,22773,959679,6354,12104512,51924,72079
23,23701,992067,6790,12628346,55830,78614
24,23568,956107,6493,12027080,52601,65855
25,23438,960118,6656,12775532,53593,70417
26,22996,966897,6557,11993666,54453,67298
27,23092,969826,6762,12730285,51442,68570
28,22044,956435,6716,11999893,53456,68662
29,22680,987279,5971,12045402,54015,67955
30,22533,1607234,5936,12215617,54287,73186
31,22622,973488,6461,12110710,51209,68011
32,27133,955609,6702,12709850,54107,68541
33,22963,957326,6350,12118172,50836,67517
34,23329,980247,6722,12763872,54334,71667
35,22656,981869,6840,11988994,52940,70773
36,22312,963974,6629,12153123,52833,78566
37,22470,1603826,6252,12125733,54309,69787
38,23424,960185,5963,12417001,53713,72321
