i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,212486,1986069,5838,13474349,39158,113972
2,45843,936718,6772,13425053,37315,76423
3,23059,996573,5574,13811089,39576,69386
4,22715,940410,6102,12996924,42227,73632
5,22849,962331,6924,13525035,43962,70461
6,22644,962992,6714,12707216,43276,72735
7,22981,975090,6620,13660200,44013,72051
8,23727,961226,6290,12504242,42894,74064
9,22546,988677,6339,12865815,43046,77775
10,23554,1755205,6340,12632972,46821,75425
11,22833,996527,6620,12764494,43127,72686
12,24869,973610,7369,13316275,47101,73314
13,23294,998516,6985,12634036,44841,80284
14,23620,964482,6975,13382206,47447,67567
15,24288,967643,6957,12519562,45361,69093
16,23370,960770,6212,12811445,43711,71471
17,22963,1627476,6194,12531962,46290,73540
18,23248,979195,6690,12688976,47825,73698
