i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,38069,790826,5536,8392031,117494,94637
2,16711,693189,4503,8227734,112122,107031
3,18022,714151,5158,7788470,118153,79305
4,16005,737334,4819,8236102,107374,65337
5,16121,682022,4946,8148981,109079,60311
6,16002,693801,4713,7989267,108828,55531
7,16093,686801,4096,7180135,103965,73392
8,16149,1503807,3963,7064197,104077,74865
9,15939,695687,4602,7972521,104391,58230
10,16174,716532,4197,7954328,100756,57741
11,16013,686420,4081,8005415,113573,56974
12,16333,686206,4305,7104798,103002,70793
13,15917,710777,4306,7987563,102235,59202
14,16363,688012,4348,8017010,102048,54241
15,16332,698903,4195,7916323,102095,60658
16,16564,701916,4521,7146948,101476,59448
17,15898,726662,5060,7760164,103741,57191
18,16334,689228,4163,8002898,102094,61539
19,16301,693487,4260,7867649,102810,57451
20,15989,680340,4650,7198246,102289,73242
21,16387,1441582,4021,6996397,102531,67630
22,15990,674434,4301,7897483,102984,57972
23,16143,685881,3892,7883393,101391,60936
24,16107,686853,3900,7951858,103288,61283
25,16547,701498,4757,7086866,101147,69775
26,16119,711653,4373,7834229,100696,61622
27,16230,705104,4218,7950059,101030,55109
28,16092,675797,4191,7891275,100885,64507
29,16405,673297,4149,7122361,109572,57992
30,16022,692731,4803,7821537,103066,57573
31,15866,709943,4756,8009461,103291,61770
32,15978,714950,4728,7877779,102354,58656
33,16155,706358,4482,7182397,102698,69345
34,16199,1432365,4670,7039043,102156,65669
35,16144,716420,4548,7907791,103324,59707
36,20567,683736,4346,7857621,101158,60557
37,16251,689983,4046,7972880,108536,57574
38,16133,676763,4857,7068322,105912,68506
39,15820,695454,5598,7837781,102006,64116
40,15905,694666,4675,7964400,102054,57651
41,16213,699789,3980,7989645,101264,59488
42,16459,693311,4197,7140632,103992,62819
43,15828,714594,5248,7752230,102541,58343
44,16081,709651,4752,7964101,102531,60908
45,16010,696871,4653,7923354,101167,57993
46,16252,717902,4357,7185497,102433,68749
47,16140,1429983,4270,7036397,107610,62696
48,16294,680414,4449,7904549,101214,55797
49,16081,678608,4770,7891566,102336,60823
50,16105,699865,4265,7961098,101262,58549
51,15995,709259,4954,7045043,100308,65265
52,16174,697461,4549,7821677,101246,60529
53,16297,683833,4493,7933035,102228,55523
54,15974,690374,4872,7836763,103952,58932
55,20650,685707,5038,7152752,103549,56611
56,16632,675936,3990,7746088,102973,56926
57,16706,686696,4484,7983222,102583,59900
58,16569,686062,4560,7864629,102075,56422
59,16277,677840,4548,7245450,102243,67971
60,16348,1426539,5141,7007916,100470,67282
61,31584,705324,7110,8763955,113009,89422
62,16327,773291,4798,11055333,102339,77899
63,16526,709789,3803,8114039,104427,57730
64,16325,699544,4373,7160492,100604,83378
65,16717,722130,4786,7885307,102583,60342
66,16145,685485,4290,7934852,102624,56593
67,16521,695704,3871,7854199,106116,56907
68,16706,665620,4584,7158210,106205,57752
69,16035,686738,3979,7827553,101271,57205
70,16024,694841,4682,7961653,100251,60913
71,16126,683947,4413,7899509,101287,54590
72,16869,690559,4714,7157444,102335,70361
73,15944,1439208,3683,7055560,102381,64732
74,15916,703889,4764,7914153,100847,56013
75,16012,677388,4192,7847083,105960,59477
76,15923,678095,4742,7918678,102437,61139
77,16330,706292,4506,7064196,101550,69002
78,15906,712824,4384,7879916,99447,59635
79,16115,696728,4067,7956994,101207,56109
80,16205,687578,4141,7842670,100388,56994
81,16135,676041,3982,7232837,103923,57951
82,16013,738545,5477,7830283,101677,55586
83,15960,708410,3915,7972639,100511,60890
84,15832,696389,4262,7913787,105496,59731
85,15978,697935,4395,7212597,102680,71613
86,15957,1407525,4371,6973112,102234,64997
87,16463,671286,4432,7927786,102410,56699
88,15959,684374,4322,7911713,102102,59420
89,15992,681428,4518,7908475,104445,57916
90,16113,673893,4032,7011449,100992,72009
91,15912,711728,8662,7811917,100699,61578
92,16283,672376,4253,7950254,100287,70859
93,16183,679216,5250,7848330,100922,58245
94,16548,703752,4431,7138993,100751,55189
95,16276,773601,4016,7972314,103766,55375
96,16268,687820,4344,7947727,102506,56031
97,16366,683379,4706,7867068,101705,57263
98,15990,681940,4384,7292731,103512,70834
99,16813,1435277,3697,6993405,102206,63039
100,16949,674297,3874,7971023,100351,56165
