i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,161947,791310,5762,8818010,48142,62153
2,41137,753457,5814,9204423,44020,68193
3,20289,779286,5371,9358065,43435,65282
4,20312,772857,5112,8809208,42907,64832
5,18485,787022,4625,8812391,40195,61578
6,32107,752073,7394,8923574,44392,71463
7,17789,738450,4902,9204296,40166,59913
8,18136,743019,4454,8830402,38174,66430
9,18011,728099,5002,8766776,42814,60706
10,18042,733679,5336,8779115,39667,64147
11,18110,747917,4988,8805982,40771,62689
12,17652,731251,4471,8762628,39463,63132
13,17903,861981,5152,8985308,41107,61505
14,18726,725260,4748,8798066,39895,61343
15,18196,748927,4801,8816280,40284,63156
16,22381,732074,5816,8747854,39653,64551
17,17928,738918,4599,8754699,40218,63200
18,18651,729881,4566,8778998,37743,63855
19,18206,734331,4480,8865656,38852,60553
20,18282,722564,5225,8703030,39134,60915
21,18099,728058,4618,8710745,38843,61902
22,18162,725584,5014,8704200,37302,63143
23,18161,722289,4881,8749821,38944,57881
24,18326,730026,4877,8689381,38129,62212
25,17683,726283,4480,8725963,42830,61574
26,18222,715906,4742,8781336,36122,60898
27,18683,737985,4709,8759694,38227,60706
28,17834,732569,4954,8755821,37265,61440
29,17996,730564,4816,8755083,38576,61829
30,18273,734228,5267,8736485,38012,62419
31,18556,738829,4658,8761848,55135,64538
32,18518,783647,5227,8803970,36819,63599
33,18417,717268,4749,8747765,37563,61163
34,17965,720676,4580,8741869,37073,62814
35,18393,725706,4908,8712680,37164,63165
36,17911,736233,4795,8725235,37831,60476
37,18020,731361,5185,8738971,37963,62732
38,17489,740348,5256,9100311,39266,60341
39,18160,729345,4461,8127521,34962,56169
40,17959,1349645,5039,8088790,38376,59442
41,18192,1351255,5095,8095406,36538,59819
42,18216,1326711,5363,8131944,38464,62300
43,17797,1335196,4991,8130377,38243,60752
44,18785,1335252,4598,8088813,40785,62829
45,18001,1349089,5149,8249784,38233,63926
46,18013,740773,5333,8718294,38946,63147
47,17718,737117,4656,8716655,39055,61078
48,17869,752026,5040,8725529,40032,62990
49,18123,711077,4970,8709543,39678,61939
50,18066,744886,5148,8744081,39552,63244
51,18041,744993,5138,8728693,38023,64404
52,18329,732720,4744,8710755,39661,63453
53,18077,742129,4520,8828625,39114,62367
54,18348,739668,5029,8662583,40933,60446
55,18017,742220,4789,8747505,40142,62810
56,17993,734364,4603,8778017,39993,61884
57,18171,735723,4802,8749359,38876,61760
58,18390,728402,4854,8736372,40600,62574
59,17974,730633,4990,8812558,39149,62129
60,18158,725844,4908,8716756,38379,61655
61,17874,736776,4906,8808678,39150,61428
62,18470,727668,4746,8716788,41783,62488
63,18508,724221,4909,8771318,39908,63532
64,18130,724469,4858,8746256,39241,60850
65,18058,716842,5529,8778823,40326,60680
66,18160,736116,5158,8829699,40563,61643
67,22046,729713,5062,8749200,39148,59351
68,18588,720728,4711,8774116,39239,62959
69,18188,726141,4918,8714631,39509,62538
70,18263,730148,4701,8707939,44022,62819
71,18398,728110,5385,8849107,39258,62319
72,17883,724362,5439,8758834,40519,61535
73,18130,733159,4819,8771486,40891,60780
74,18573,727105,5286,8758104,40212,59903
75,18478,721819,4906,8748705,38755,62287
76,19068,736525,4875,8753205,40662,59478
77,18235,725507,5063,8731774,39703,61752
78,18653,731881,4725,8797493,42540,60599
79,18192,724551,5394,8746218,38774,59994
80,18573,733437,5111,8726497,41440,61799
81,18098,718557,4628,8719278,40498,63873
82,18089,732658,5144,8764779,40744,64057
83,18273,747670,5449,8788041,38647,65802
84,20789,709949,4974,8775383,43968,66777
85,18405,765881,5713,8695716,39758,59412
86,17952,723204,4706,8741940,38974,65931
87,18301,725423,4768,8756823,39651,60933
88,18300,726230,4943,8739706,39930,63003
89,17933,735944,4849,8694737,37340,68072
90,17873,716329,4824,8683280,40261,60629
91,18278,719417,5425,8720229,38928,62396
92,18534,740871,4471,8760838,40817,61695
93,18225,711580,5070,8754953,37723,59802
94,18194,725146,4795,8732327,38036,58714
95,18822,741545,4940,8755394,37121,60961
96,18206,716512,5024,8754232,38760,57400
97,18193,717311,4927,8765854,38640,61245
98,18331,724508,4493,8748239,36638,60129
99,18449,724197,4462,8769947,36930,61409
100,18191,720241,4965,8755741,39527,59580
