i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,58943,1422471,8271,23954699,121856,135613
2,29027,1227944,7811,22117431,108410,82220
3,28938,1200921,7574,20803820,109716,84664
4,29574,1282112,8482,21023781,109051,81560
5,29074,1195284,7833,20934866,112002,714403
6,29370,1200225,8300,20582795,111857,88054
7,29546,1199684,8957,20575081,110403,77891
8,29333,1202673,9186,20670496,112656,83996
9,29016,1883348,8138,20710666,114003,79300
10,29380,1229348,8700,20753558,120428,79431
11,28918,1202787,8466,20739379,111558,80430
12,30121,1854645,7564,20841938,111794,83062
13,28345,1218392,8493,20713183,112166,79028
14,28291,1209034,8412,20690730,109440,81029
15,29702,1834775,7524,20828979,111213,81466
16,28806,1222830,8530,20664834,112990,88680
17,28162,1225936,7529,20748565,110290,83995
18,34383,1213723,8600,21290542,111393,78025
19,29227,1206286,8772,20935310,112261,77970
20,29201,1261199,7849,20627882,112611,80089
21,29809,1212938,8958,21329383,113277,80202
22,28511,1215313,7528,20566020,113424,81135
23,28629,1208608,8761,20657984,108821,88087
24,29084,1207478,8012,21332107,112209,81754
25,28665,1211324,8077,20554561,109216,90757
26,28663,1214107,7758,20540719,114921,77918
27,28455,1212132,8173,21406284,111113,91934
28,28958,1201289,8097,20517554,115151,82488
29,29009,1206580,7724,20512861,114736,81073
30,29281,1215126,8189,20743411,113496,79512
31,28921,1870264,8466,20455667,116951,77811
32,29304,1212635,7606,20666158,110572,78179
33,28978,1197163,9523,20741295,111002,78408
34,29005,1868574,7610,20689540,112735,79311
35,28713,1212436,7280,20654442,110932,82667
36,28644,1260888,8378,20766512,109764,91338
37,29567,1835802,7631,20816328,110591,86424
38,29157,1213758,7249,20726323,112054,79534
39,27850,1201621,7647,20877150,110424,79162
40,29241,1832652,7518,20703485,114519,80956
41,28971,1215190,7899,20603601,111086,80578
42,29091,1219631,8487,20548767,110173,81824
43,28470,1216258,8360,21252833,109885,80269
44,28983,1218557,8309,20523850,110940,79968
45,28777,1199312,7830,20675601,109391,80014
46,29363,1217227,8830,21294477,112299,79371
47,28811,1263331,8192,20545495,113878,84918
48,29118,1233950,8044,20551167,113437,82373
49,38392,1369547,8746,21543540,118679,85096
50,28474,1267736,7812,20573401,113305,79364
51,28678,1205165,7402,20578922,109691,79634
52,28491,1218636,7661,21473280,115278,79369
53,28828,1208082,7990,20720858,111033,82683
54,29590,1233372,7599,20571911,111770,83531
55,33090,1233730,9124,20747769,112322,83340
56,29719,1871109,7414,20541435,112354,80423
57,29196,1204390,7630,20601627,112849,80537
58,33123,1201521,8051,20603933,112169,84978
59,29400,1855267,7696,20758191,114844,80739
60,28697,1211201,7730,20624333,111358,82250
61,28394,1204064,7954,20592983,112075,79972
62,28968,1837130,8307,20676508,112851,80038
63,28356,1215917,8193,20591244,108882,80721
64,28949,1200752,8631,20590084,110543,78030
65,28947,1201345,8557,21238404,109889,77691
66,29742,1219078,8347,20520135,109108,82121
67,29176,1232239,7533,20541266,108534,81262
68,33636,1215356,8450,21191740,111108,77122
69,32685,1206023,9132,20482171,110094,75634
70,29125,1210910,8055,20498175,109147,78935
71,29334,1226398,9009,21223283,108493,87054
72,29067,1203410,7912,20498435,110839,90294
73,29033,1213320,8406,20473944,110361,84919
74,28250,1204604,7928,21301853,109394,79877
75,28884,1212970,7666,20438268,110334,79446
76,28181,1210676,8059,20561880,112430,82505
77,28245,1217448,8208,21503381,107749,87596
78,28920,1202967,9340,20496647,109060,89830
79,27928,1213739,7723,20485401,115617,80781
80,29207,1209261,8325,20693893,112852,79351
81,28404,1877070,7680,20490835,110846,88776
82,28703,1214682,7519,20544665,114205,79179
83,28148,1199137,7991,20550766,115182,78885
84,28951,1846506,7920,20783162,117606,83527
85,28729,1221004,8796,20974641,109784,77784
86,28959,1208629,7921,20585103,109517,82319
87,28588,1833596,8392,20671409,108378,78888
88,28188,1214469,8689,20564223,109233,78870
89,28937,1203194,7611,20571366,110937,82079
90,29281,1208584,7618,21323624,112588,79115
91,28926,1200501,7443,20599427,113643,78105
92,29015,1210397,8679,20541755,111375,81623
93,28460,1212772,8541,21213515,109123,79376
94,29371,1269698,8231,20705427,113611,79108
95,29183,1209202,7669,20554657,109428,87713
96,28905,1206647,7483,21366964,108531,79050
97,28562,1202964,7639,20516843,110910,79364
98,29035,1205860,7468,20568207,110388,86539
99,28975,1220633,8713,21343189,109098,79385
100,28787,1218375,8288,20421961,110906,80333
