i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,37588,1473443,9676,27795274,81707,90943
2,33385,1459926,13999,26317549,70269,89157
3,33455,1367484,8497,26017307,67791,87983
4,32545,1368413,9338,25872597,68470,97210
5,32926,1370157,9592,25761922,68962,87037
6,33535,1377238,8820,25735705,66991,86868
7,33352,1366248,8526,25844868,68837,85653
8,35710,1373835,9730,26229459,80920,87235
9,33262,1405032,9668,25972141,67498,97592
10,32867,1369395,8948,25751447,68801,87476
11,37564,1990779,9089,25429920,70155,89734
12,32957,1982323,9552,25589700,69687,703698
13,32726,1367106,9211,25791465,71575,85583
14,33837,1372435,8913,25751787,67791,84259
15,33030,1497353,8043,25938578,68903,85899
16,33702,1368525,8694,25758029,68985,87287
17,33015,1381831,9401,25906438,64663,86101
18,33451,1362575,8697,25805906,68965,89717
19,33132,1394034,8997,25686365,70329,86020
20,32435,1367510,8851,25738802,67825,86699
21,32683,1383618,8761,25692129,66569,85918
22,34296,1390455,8799,25788184,69146,90750
23,34230,1385350,8605,25723535,67778,86086
24,32243,1371625,8599,25641143,73826,88103
25,32947,1381669,8987,25633616,67516,84210
26,33300,1379214,8363,25652395,69791,88860
27,33794,1370170,8556,25701605,67625,90671
28,32323,1387954,8680,25726211,68007,88456
29,34000,1982347,8726,25651638,65724,88219
30,32728,2008331,8954,25533998,68646,86984
31,32491,1979863,8595,25853255,67780,90689
32,33170,1369147,8892,25813634,68482,87993
33,32526,1379424,8964,25772846,68201,87046
34,32689,1365853,8813,25655689,66108,87660
35,32772,1385343,8904,25743449,67176,89970
36,33642,1358890,9326,25715950,69813,87605
37,33519,1354317,9198,25697392,66265,87448
38,33104,1407402,8243,25745396,69009,87564
39,33676,1374436,8334,25685759,65995,88339
40,34818,1370717,9077,25636276,68698,84691
41,32407,1355637,8603,25762888,67925,87051
42,33744,1359833,9340,25767335,72528,88777
43,32634,1385959,8911,25587894,70226,96082
44,32989,1379769,8869,25682162,68447,89390
45,32778,1373041,8830,25781936,70498,86811
46,32555,1383383,8801,25717094,69070,87895
47,33709,1990329,8504,25022547,69932,89697
48,33652,2016507,10510,25365577,67850,88016
49,32195,1976409,9826,25935452,66288,85794
50,32751,1387482,8820,25783843,69991,84423
51,32522,1360026,9042,25778128,67325,82658
52,33921,1505813,9003,25888658,69641,92936
