i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,34008,1343345,9825,27081239,64642,127919
2,37405,1290915,10683,694010728,69296,81802
3,30399,2097351,7976,27501802,51752,78052
4,29700,1970974,8104,23067664,50686,72268
5,30743,1265053,8142,23269809,52472,72615
6,30720,1233526,7812,22490014,52332,72659
7,29499,1265306,8817,22544458,112502,107151
8,30850,1502442,9002,23028476,54350,75070
9,29615,1236103,8331,21831737,55300,73467
10,31452,1269513,7899,22358111,62158,73634
11,30104,1259002,7809,22236446,55802,73756
12,30185,1243823,8537,21667074,53757,74433
13,30661,1244235,8291,22287731,66112,76453
14,31892,1262175,9706,21634135,53654,75209
15,30741,1811922,7900,21692681,53812,73206
16,30352,1247646,7933,22495787,53994,75447
17,30565,1261821,8384,21722995,57194,76686
18,30879,1800097,8118,21741675,57577,76302
19,31370,1259273,8626,22153515,57824,81314
20,30677,1250918,8212,21716418,55648,76394
21,30929,1266661,8352,22156408,57126,75593
22,30047,1264091,8185,22122473,55882,77176
23,31456,1268360,8732,21531244,57283,76477
24,32012,1290000,8579,22237569,55824,76225
25,35815,1261041,9045,22135294,58154,75008
26,34123,1267863,9021,21601956,59421,92077
27,32265,1273321,8761,22199723,66204,85025
28,30868,1277343,8293,21578192,57186,76288
29,30713,1867079,8487,21659724,59301,76750
30,30759,1255372,8513,22087083,55943,82152
31,29502,1247096,9063,21583966,56430,76585
32,31085,1821180,7909,21746367,58902,75402
33,30526,1258040,8456,22220806,58906,75864
34,30310,1274961,8865,21607479,57078,75676
35,31352,1285724,7683,22117951,64913,79506
36,31334,1274095,8245,22122559,57559,75963
37,31557,1270947,7969,21516514,58514,74597
38,31431,1291870,7970,22195442,57170,74189
39,31014,1289889,8087,22154600,57973,84210
40,31616,1282953,9048,21490854,59217,76184
41,31123,1277818,8187,22167992,65286,78354
42,30299,1294481,8246,21531987,57414,79648
43,30283,1845639,8483,21514608,57573,74119
44,31285,1272461,7970,22112358,56980,76627
45,31249,1393124,8467,21607942,59199,78716
46,30959,1844334,8048,21562139,55584,77016
47,30212,1268439,8504,22120017,60088,81414
48,30665,1258752,8300,21587101,55337,75629
49,30487,1273119,8390,22150336,58419,75624
50,30559,1266600,8264,22212364,55426,76045
51,31347,1269202,8025,21471183,58740,74914
52,30748,1297711,8853,22077232,56080,75433
53,30950,1264978,8292,22076246,58980,76557
54,31651,1254887,8358,21480039,57662,77459
55,31649,1278349,8182,22106796,59730,75856
56,30000,1255705,8095,21573634,59876,78390
57,30951,1879960,8344,21426679,56520,78256
58,30128,1275998,8537,22098504,55170,76211
59,31040,1272899,8673,21587635,60133,84543
60,31406,1850375,8410,21591726,57837,75678
61,31520,1262328,8458,22180412,59553,78183
62,30822,1283786,8769,21533579,58344,77380
63,30372,1287102,8896,22020357,65367,78207
64,31786,1285155,8142,22140852,57746,76567
65,31354,1269461,7955,21428319,58789,78043
66,30693,1312020,7253,22099714,58114,75635
67,35915,1266588,8742,22146881,59164,73181
68,41864,1281388,10917,26426802,56859,77455
69,30858,2019362,8500,22411638,57522,75928
70,31450,1270189,7848,22178730,57338,77839
71,30869,1892538,8341,21323146,63645,75626
72,31138,1275742,7662,22057327,58308,74750
73,30464,1284735,8393,21485936,58640,78598
74,30040,1853286,8309,21651663,55303,76602
75,36700,1259721,8979,22087131,57162,76777
76,31426,1288719,8586,22566209,59607,77706
77,34826,1297778,9048,22846793,62521,83023
78,30749,1329623,8042,22184963,59422,77087
79,30262,1274888,8250,21387807,58007,77359
80,31008,1292541,8078,22011667,56231,73461
81,30797,1273702,7841,23215914,60044,76824
82,31555,1282164,7329,21520357,56972,77290
83,31770,1292077,8296,22199039,62876,75918
84,30490,1262863,8165,21489603,55571,76816
85,30900,1880388,8175,21352000,65381,77228
86,31123,1272396,7790,22092002,59029,77745
87,30950,1286287,8664,21419180,59083,75295
88,30259,2013319,7812,21777787,57556,78254
89,31278,1278869,8345,22181456,59983,78231
90,31058,1291993,8869,21574384,56669,75403
91,32051,1855673,8598,21488405,58767,76073
92,30844,1272245,8586,22038980,57700,77387
93,31781,1291402,7765,21487261,59064,77405
94,30882,1258015,8401,22448505,59036,74355
95,31519,1273200,8036,22165322,60329,76760
96,31277,1274068,7923,21413513,55689,74870
97,30225,1300636,7971,22084689,58387,75581
98,31612,1265462,13685,21505509,58407,664607
99,30837,1273876,8304,21378107,58497,77671
100,29851,1280427,8434,22141946,55947,79686
