i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,91615,1348796,8365,21584691,83823,133863
2,28792,1934547,7763,20699431,74727,83434
3,27571,1198401,7446,19926970,76577,85426
4,29967,1198844,7059,19785209,79780,83022
5,28886,1213998,6915,19702871,75065,82544
6,28344,1224677,7319,19708539,76179,88718
7,29098,1856654,7175,19861580,79707,82461
8,29560,1253346,7626,19661341,76419,86019
9,28942,1231275,9255,19639323,84048,85351
10,60799,1256052,14322,19764890,138611,138718
11,29989,1265041,8528,19846095,82258,86425
12,29178,1366841,8723,20468150,86718,86473
13,29344,1245233,7212,20076226,81273,89450
14,29573,1283953,6852,19626152,79107,85189
15,29001,1265381,7915,19587172,87085,83202
16,29558,1232714,7959,19668401,82353,85545
17,29493,1267060,8000,19768518,83332,88451
18,28815,1863440,7941,19844606,79507,86847
19,29545,1255730,7868,19568120,80768,83987
20,28596,1254059,8772,19702926,76758,87780
21,29432,1230951,7569,19558260,84647,86267
22,29197,1278228,8418,19591005,80706,90288
23,28507,1874695,12882,19703314,79674,85398
24,35013,1248988,7653,19452123,81002,83575
25,29044,1256848,7478,19490820,80635,84272
26,33483,1252854,7930,19399344,80282,88537
27,28239,1247054,7778,19541896,81389,85412
28,28232,1252823,572161,19558373,95590,83693
29,28741,1260259,7616,19562196,86869,86338
30,28632,1235119,7107,19483170,85043,84011
31,28693,1251840,8051,19437292,86834,84846
32,28462,1280418,7331,19472845,83923,90438
33,28556,1275667,7840,19587373,81675,85561
34,29917,1888783,7652,19866288,80223,84280
35,28672,1227456,7688,19486334,82667,87188
36,28777,1275329,6691,19464257,78725,82255
37,28556,1226304,7480,19472436,80130,87892
38,28978,1250480,7895,19384025,80083,87681
39,28724,1853910,7424,19625642,86134,89127
40,28398,1284169,11658,19446667,78861,83506
41,37345,1232816,7723,30492003,94921,92729
42,29013,1819959,6911,19594933,80134,85689
43,29260,1259073,6999,19411915,81807,86443
44,31563,1255620,7272,19710011,78750,88332
45,28308,1866753,8301,19623957,81089,83924
46,28973,1260656,8158,19738424,79540,88868
47,27966,1270488,8082,19426809,80951,81421
48,28467,1231320,8297,19413198,81232,86190
49,28401,1251733,7438,19371744,82787,82621
50,28530,1849858,7676,19819533,83530,91232
51,29523,1247895,7581,19485358,84713,88873
52,28918,1275090,8093,19503505,79407,84629
53,28685,1247084,7544,19377547,84861,88241
54,29316,1228684,7553,19432721,83371,87469
55,28862,1268584,7500,20211109,81718,92064
56,28341,1232358,7335,19570684,78315,89023
57,29087,1234389,7448,19408296,80379,84840
58,29677,1246834,7238,19365323,76949,87795
59,29132,1399501,8284,19528551,85023,82118
60,29161,1231872,7172,19508247,85468,85696
61,28917,1852146,7789,19747359,83163,93019
62,29058,1253663,8137,19390030,78645,88446
63,28896,1261306,7288,19432170,81663,83592
64,28801,1250038,6821,19354242,80010,81981
65,28908,1267546,8860,19477494,80734,88786
66,28668,1825594,7633,19791879,79736,86630
67,29905,1271121,7280,19637517,79004,91685
68,29396,1233799,8260,19423127,80312,89266
69,28657,1235750,7243,19331448,79634,86716
70,29115,1261909,8271,19459470,77920,84598
71,28258,1249991,7600,20099532,89952,82501
72,27848,1233763,7876,19521830,77275,84522
73,29020,1232359,7919,19334511,79652,83155
74,28819,1254502,7671,19326426,79176,82324
75,28912,1262599,8081,19343234,79860,87993
76,28965,1271082,7691,19449138,81319,88564
77,28743,1881348,8929,19771187,80189,84532
78,33916,1234250,8306,19436017,77366,82385
79,28988,1237106,8740,19347272,79380,95844
80,29281,1235992,7171,19312650,78853,80887
81,28822,1222058,7582,19437101,83105,85717
82,29302,1838414,7259,19667640,79965,88762
83,29076,1305693,7279,19648541,81219,88138
84,28689,1276302,7297,19318533,79228,83534
85,29384,1236208,7482,19259341,82107,83793
86,28896,1233177,7787,19469602,78912,83834
87,28742,1239273,7596,19510017,673558,82527
88,28021,1236980,7136,19612294,78445,85133
89,28548,1272889,8078,19471119,80857,85771
90,28922,1288073,7998,19276376,78395,81128
91,29006,1240319,8679,19382097,79589,85363
92,27871,1231951,8320,19410650,83508,83989
93,28179,1843349,7872,19809961,87253,85250
94,28704,1229751,7211,19425278,78776,90161
95,29150,1250886,6829,19360302,80282,86283
96,28460,1237580,7202,19326543,81919,87408
97,28255,1254213,7450,19328415,82333,83833
98,29255,1235440,7355,20214497,83385,82460
99,29354,1240497,7710,19515546,80818,83554
100,28664,1273749,7661,19355734,78709,87840
