i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,6722,155137,3226,627939,119830,52829
2,5309,150221,2299,489299,102736,51365
3,4928,146179,1999,475851,95159,50476
4,4995,143189,1699,507902,95420,64502
5,6218,278424,1868,698957,99933,68022
6,5791,271123,1584,836341,96831,79916
7,5266,139810,1588,878397,89019,84559
8,5181,119209,2881,818849,97263,70222
9,4561,115301,1536,812660,99968,53981
10,5444,122677,3100,842062,105546,58904
11,4697,530991,1450,461060,94007,38079
12,4688,520789,1482,414852,94514,31977
13,4654,495547,1810,808907,99454,31007
14,5867,117970,1537,814778,93053,30940
15,4571,119695,1553,818183,90230,30149
16,5523,118438,1734,886238,108776,33966
17,6650,134398,1690,867871,94516,30141
18,5950,512838,1514,1670353,131929,35654
19,5333,152899,1740,477794,81388,39770
20,5174,154979,1751,511990,88033,47114
21,5037,162407,1950,515338,79167,49155
22,4991,141293,1768,485960,81375,47771
23,4726,140798,1918,503437,76910,46066
24,4934,137375,1372,529759,76684,43539
25,4499,135325,1391,487906,77517,54708
26,4567,136354,1505,484835,74491,40565
27,4612,147068,1498,479490,76851,39478
28,5784,135638,1376,504289,81172,37235
29,4607,134022,1438,487237,80320,33940
30,4744,129819,1273,454110,78335,31871
31,6655,138440,1437,478659,83693,35340
32,4587,134560,2550,471568,74236,31063
33,5588,119895,1556,430646,92495,30980
34,4642,120021,1627,421154,90822,36186
35,4592,115891,1797,422148,93999,30772
36,5222,114551,1367,1534680,106537,36702
37,5596,144724,1625,484109,79280,39392
38,4886,140310,1304,489820,76306,38353
39,4608,141450,1378,463926,76462,37667
40,5301,161224,1587,512959,83258,45549
41,4915,182174,1292,492833,76471,44680
42,4586,138333,1402,490614,75409,45752
43,4405,134048,1470,488516,75427,44524
44,4553,135770,1498,468422,82029,38835
45,4478,136443,1399,458775,76884,39449
46,4638,146747,1535,462797,75916,35271
47,4811,135157,1830,450043,73842,32833
48,4642,130315,1890,437178,74765,32610
49,4427,129340,1478,414207,73373,32068
50,4412,129364,1438,404682,75612,30136
51,4270,120795,1426,409608,88210,30970
52,4624,119873,1433,397995,87997,30850
53,5208,124856,1437,1374312,96701,32390
54,5170,136572,1567,471090,75893,37863
55,4948,134016,1480,468349,77643,38585
56,4853,137127,1603,479359,77499,43037
57,4662,134857,1848,454923,75819,44288
58,4858,137199,1581,484202,74289,43728
59,4943,135430,1552,475958,75799,42798
60,4428,136857,1344,467317,80603,37068
61,4516,135563,1343,465214,72888,38701
62,4439,142769,1574,461534,73957,37344
63,4549,135954,1358,472887,73356,36844
64,4446,134391,1301,470529,73536,32804
65,4790,132714,1726,437977,73431,32781
66,4514,132050,1385,424009,71407,31590
67,4800,124432,1383,434044,73695,30305
68,4325,120024,1549,406644,99487,30490
69,4575,117160,1714,404134,91908,30767
70,4471,117449,1707,419235,88674,30159
71,5279,116832,1396,1348172,105157,35064
72,5192,139074,1298,447544,74766,37357
73,4947,144529,1325,461873,79061,36051
74,5189,132635,1543,453295,74974,36659
75,4676,139146,1346,466350,74263,39576
76,4950,137920,1327,467909,74668,39824
77,4746,136667,1527,462853,75780,43395
78,4855,135078,1440,472120,74286,43400
79,4569,135256,1493,473352,73668,36265
80,4360,135572,1701,454726,81572,35870
81,4414,136136,1739,449120,76651,34065
82,4745,139984,1493,445397,73913,33382
83,5115,129505,1433,439104,74418,31924
84,4448,127948,1349,418563,71482,38259
85,4571,127727,1348,408596,74272,31504
86,4371,122616,1294,414753,91582,29888
87,4373,123815,1625,411747,84949,30155
88,4200,122913,1524,402156,86817,31211
89,5164,1001820,1480,493059,77965,34244
90,5105,139819,1638,463459,74153,35287
91,4979,140350,1680,468095,86094,38271
92,5005,140196,1341,449931,74955,41959
93,4835,146383,1354,457814,75703,43676
94,4744,138996,1483,485774,75237,38235
95,4963,138646,1493,483338,75026,37011
96,4353,134376,1806,461490,76812,36417
97,4329,136632,1480,459902,76472,34478
98,4565,133907,1600,467579,74928,33246
99,4295,137604,1493,464796,74714,34559
100,4846,134094,1649,437836,73951,37703
