i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,412322531,1136217381,438828021,313039745,476907299,132989826
2,194583,1268089,11509,59449050,46344,83993
3,121419,1246967,16248,40566119,43937,90465
4,58470,1258346,11538,34522567,40400,81714
5,29827,1226688,9090,28607098,40972,91756
6,60501,1265511,9616,34110212,42042,92898
7,30170,1251107,8650,28700735,41011,87039
8,59873,1252616,9497,34000078,42050,86147
9,59843,1250255,9663,28903974,37623,85114
10,30707,1249428,10043,33776146,41580,89094
11,62376,1266614,10222,29054356,39472,85716
12,30488,1236068,8666,33662701,41531,83218
13,29148,1263249,9708,29194017,39705,97772
14,29791,1282008,9192,33885228,42865,84434
15,30253,1241985,9480,29469674,41053,92834
16,30350,1284884,8308,33291064,41322,81579
17,30548,1231796,8661,29676129,40221,86019
18,34950,1241767,9383,33179203,42119,84507
19,30676,1253454,8864,29841931,40546,88997
20,29951,1264896,9787,33006274,43333,93950
21,30974,1244370,8600,29966843,39761,88469
22,30764,1248893,8808,32206610,39085,85129
23,30772,1254753,9105,26421830,41955,88269
24,30448,1249818,9623,32629266,41140,84355
25,29125,1253230,8111,30402713,43099,91522
26,31851,1279188,9614,31806980,43202,83027
27,29365,1261290,8198,26730068,40191,91931
28,30134,1248919,8494,32336530,42651,80277
29,29629,1255524,10699,30770589,41255,98702
30,30275,1253986,9292,32158701,41788,86396
31,30407,1240382,8497,31379549,40865,89552
32,30258,1340235,8079,32133218,40517,91464
33,29994,1263199,8208,31116945,40877,87392
34,31053,1247153,8687,31756033,40034,86370
35,30388,1274713,9920,31145056,42508,89468
36,36483,1273419,12127,31656828,46791,83637
37,37059,1242664,9111,31518439,42507,89138
38,40792,1251404,12160,31448646,42798,85856
39,30006,1225368,8418,31648362,39632,94638
40,29754,1254683,9958,31142667,41641,82112
41,30610,1241493,8744,31770480,41365,91740
42,29527,1939779,9911,23505719,39588,86056
43,30719,1251738,13910,32632298,40419,93112
44,30433,1953971,10735,23373000,40522,84014
45,33703,1239696,10659,35009221,53394,88385
46,29906,1963173,9060,23153524,39280,82966
47,29035,1232920,10305,32669763,43069,91122
48,30588,1965508,10651,23028052,46330,81313
49,29693,1258630,9328,32869106,41677,93097
50,29736,1969076,8817,22850614,40083,81228
51,29851,1212602,8159,33054815,44740,93104
52,30565,1913976,8673,22703530,40612,84788
53,30544,1212729,9314,33282661,41589,90142
54,29508,1940921,9096,23428791,40814,84294
55,30528,1221912,8633,33399950,43567,88299
56,30007,1952010,9244,28680891,40298,81961
57,31451,1229757,13120,33515523,41283,88560
58,29539,1904671,9329,24273193,42404,82164
59,29231,1246404,8995,34388503,41017,79825
60,29642,1227143,9674,24270964,40841,83019
61,29683,1252078,9121,35003450,40570,89386
62,30542,1273220,8961,28085560,39838,90373
63,30119,1275037,10316,34821885,41969,83620
64,31031,1413215,8604,28452033,40067,86596
65,29858,1271620,8947,34632841,42837,92218
66,30790,1255746,10219,28406870,39422,95054
67,30095,1242588,8765,34542234,41156,89001
68,30584,1237586,9304,28601689,39668,86446
69,29880,1235153,8999,34237427,40773,83873
70,31156,1229448,8522,28915138,42448,89269
71,30347,1244748,9633,34130468,42944,88553
72,30107,1253812,10223,28974747,39339,87741
73,30199,1240880,9515,33952155,42043,84627
